state,year,pop,pct_male,pct_white,pct_black,pct_hispanic,pct_other,avg_age,avg_age_adult,pct_00_17,pct_18_34,pct_35_64,pct_65_00
West Virginia,1998,1815609,0.4850080606562316,0.9552866283434374,0.03290080628593491,0.005421872220285315,0.006390693150342392,38.594752504531534,47.27208566761004,0.2284733111589555,0.22443863188605034,0.394180134599465,0.1529079223555292
Wisconsin,1998,4417672,0.4935633519192914,0.8804644165524285,0.05236332620439001,0.03760374242361135,0.029568514819570128,37.09008443813846,46.6580756438274,0.2542362131004746,0.22710486428145865,0.37567275252667015,0.14298617009139655
Wyoming,1998,490787,0.5035137442515796,0.9049404324075414,0.007697840407345753,0.06067805381968145,0.02668367336543144,35.66442265178173,45.30603496574058,0.2690054952555793,0.22365629081454888,0.3934028407435405,0.11393537318633135
Alabama,1999,4100141,0.4894665817590176,0.7153351555470897,0.25533219467330515,0.01589774595556592,0.013434903824039222,37.229733684768405,46.65594841929576,0.24895275552718799,0.2316068154729313,0.3787979486559121,0.14064248034396865
Alaska,1999,624779,0.5178038954574338,0.7083960888570199,0.03983168448363341,0.038408781345083624,0.21336344531426313,32.06517424561325,42.051794512070074,0.30223999206119284,0.23906021169085387,0.40389001550948417,0.05480978073846912
Arizona,1999,2213823,0.4948561831727288,0.4861070645665891,0.07199627070456852,0.2871575550529559,0.15473910967588647,36.76757017159908,47.27766629193739,0.2694332835100186,0.22738195420320415,0.34959886133624957,0.15358590095052765
Arkansas,1999,2651860,0.48736170084393593,0.7982680081150588,0.15915810035220562,0.028141380012519514,0.014432511520215999,36.95173482008854,46.622207431130626,0.2573123015543807,0.23039142337830806,0.3717926285701357,0.14050364649717556
California,1999,14509204,0.49961686388860477,0.44248561120237884,0.10628494850578984,0.2937863441716031,0.15744309612022825,36.47183556727165,47.28126363821466,0.27670678556866385,0.2246132041426945,0.34974647816654864,0.14893353212209298
Colorado,1999,3256018,0.5020426791252383,0.691041020043501,0.052153274336935486,0.2156081446724189,0.04119756094714464,35.6881181246541,45.77878131672117,0.2727116373435282,0.2445385744182004,0.35659139476501667,0.12615839347325475
Connecticut,1999,2016401,0.4856439765701366,0.6466159260980331,0.15384142340734805,0.1530196622596398,0.04652298823497905,35.63712773401719,45.6902217502235,0.2708549539501319,0.2328876051936098,0.372593546620935,0.12366389423532323
Delaware,1999,574990,0.48045705142698136,0.645927755265309,0.2600097392998139,0.060552357432303174,0.03351014800257396,38.9627645698186,49.0824178487748,0.2466042887702395,0.20012000208699282,0.37834397119949914,0.17493173794326858
District of Columbia,1999,350213,0.48089591191646225,0.37608826628366165,0.4470993366893862,0.12664863954222144,0.050163757484730724,42.012425295463046,50.50750253061548,0.1943622880932461,0.20526879356277467,0.4000536816166162,0.20031523672736307
Florida,1999,9739421,0.49444150735449266,0.6276046594556288,0.18511552175432194,0.15300652882753502,0.0342732899625142,38.56894906791687,48.6099820780198,0.25138804452543945,0.2202465629116967,0.346824210597324,0.18154118196553984
Georgia,1999,6945965,0.48804363396590683,0.6444934577124992,0.27324928933560705,0.054750923737738384,0.02750632921415527,35.36512601200841,44.778377662843944,0.26196152730398153,0.2523354782236881,0.3735760257933923,0.11212696867893807
Hawaii,1999,770142,0.47824557029742565,0.38197501240031057,0.036428346980167295,0.1140036512747,0.46759298934482213,36.53074692719005,46.990188756778004,0.2732314300479652,0.23037829387307796,0.35557988007406427,0.1408103960048926
Idaho,1999,1155674,0.483593124012481,0.8856909474471174,0.004822294176385382,0.08329165491306371,0.02619510346343346,34.94435065598084,45.824564036720396,0.29493282707753227,0.2318186616641025,0.3485074510631891,0.12474106019517615
Illinois,1999,6609020,0.49261009953064144,0.7478653416088921,0.09894765033242447,0.09957028424789152,0.05361672381079192,37.341092930570646,47.360973263777815,0.2598900290814674,0.22862203473434792,0.35717700960202875,0.1543109265821559
Indiana,1999,5424969,0.48878030455104904,0.8579118147956237,0.09171646879456823,0.03631264989716992,0.014059066512638137,36.20726634566944,46.068276386455196,0.2653450369946815,0.23845268055909627,0.36331433414642555,0.13288794829979675
Iowa,1999,2737634,0.4929113972137985,0.9341716241104545,0.023303699471879734,0.026294603296130894,0.016230073121534874,38.03528703983074,47.704481409337475,0.25004759584371034,0.21890734846221224,0.3714163398029101,0.15962871589116734
Kansas,1999,2258338,0.4925276907176871,0.8191634733153319,0.0708614033860299,0.07737150063453743,0.032603622664100766,37.6486181430769,47.55096209849311,0.25676457642744355,0.21961362736667406,0.365679096751682,0.1579426994542004
Kentucky,1999,3648053,0.4911255401168788,0.8937644272163809,0.0824182104810429,0.01373609429468267,0.010081268007893525,36.49448075452851,45.86029217717054,0.25421094485195256,0.24112752747835625,0.3751905468478665,0.12947098082182468
Louisiana,1999,4150811,0.4861861934932716,0.6466121921716022,0.3084934486296774,0.025278433539855222,0.01961592565886522,35.50122735051054,45.68671822533653,0.278651521353297,0.23374906735093454,0.3637809575044491,0.12381845379131934
Maine,1999,1216808,0.48997869836490227,0.9729168447281741,0.005862880585926457,0.0071630035305487805,0.014057271155350722,38.16000552264614,47.620070062748624,0.24718114936785426,0.21750514460785925,0.38600420115581097,0.14930950486847555
Maryland,1999,3744509,0.4880695973757841,0.6347951093187385,0.24550268139294096,0.057435834711573666,0.06226637457674691,36.80949825464433,46.390442885516876,0.2544040353488268,0.23553096013389208,0.37252440840708356,0.13754059611019762
Massachusetts,1999,3107345,0.480318406871461,0.6696803863104998,0.11402660470594672,0.13360988239155935,0.08268312659199413,38.34177167324517,48.77900776966768,0.2578481629815807,0.23047804476168562,0.322334018269616,0.18933977398711763
Michigan,1999,6487116,0.49626767888843054,0.7980786839637213,0.11664505459745132,0.04742785545996094,0.03784840597886642,36.995946657960175,47.19587516089404,0.2644228960912677,0.21763307454344888,0.37541936971683565,0.1425246596484478
Minnesota,1999,3663481,0.49694539155519024,0.8613411670484984,0.04845719139801735,0.035307402986394634,0.05489423856708961,36.38592570836317,46.71631358627141,0.2721008243252797,0.2244124645385086,0.3636473070284792,0.13983940410773252
Mississippi,1999,2828408,0.482188920410351,0.6132990714210963,0.36552576573111095,0.010950329655410393,0.010224833192382429,35.255045417775655,45.21797892275985,0.2757732972046466,0.2432685100593691,0.359923674377954,0.12103451835803038
Missouri,1999,4591948,0.4860207476217065,0.8199546249217108,0.13653856707436582,0.023447347400275438,0.020059460603647952,37.249435315905146,47.06271986177356,0.25758510331562984,0.22378881468169934,0.3717986353504003,0.14682744665227046
Montana,1999,897507,0.4980061436846732,0.9095561371666182,0.003242314544621936,0.01845222377095666,0.0687493245178032,37.20281290285201,46.78590157578344,0.25628412926027316,0.21066487503718634,0.3994018988152739,0.13364909688726662
Nebraska,1999,1484764,0.4911440471347635,0.8709970069317413,0.04746612929731594,0.05740575606628393,0.02413110770465879,37.41986436901757,47.933177747440524,0.2688575423434297,0.20709284438469683,0.3674381921975479,0.15661142107432563
Nevada,1999,1094718,0.4981154964109478,0.5600647838073367,0.12424112876558163,0.20503727900701368,0.110656808420068,36.051642980201294,46.73533584783717,0.2763396600768417,0.23275309257726648,0.3501933831361136,0.14071386420977822
New Hampshire,1999,932014,0.49420394972607706,0.9487765205243698,0.009969807320490893,0.020810846189005746,0.020442825966133556,38.650680139997895,47.7780692261104,0.23185016534086397,0.22076106152911865,0.39008534206567713,0.15730343106434025
New Jersey,1999,5919592,0.4857295908231513,0.57849578146602,0.1572963136648607,0.1803242520768323,0.08388365279228703,37.600621799610515,47.59249826589974,0.25593020600068384,0.22839168645406643,0.3587039444610372,0.15697416308421255
New Mexico,1999,1728082,0.491539753321891,0.4385549991261989,0.020023934049425894,0.43607247804212995,0.10534858878224529,34.6873021650593,45.382033770563986,0.2945374119978103,0.239198255638332,0.3456612591300644,0.12060307323379331
New York,1999,10982725,0.49487454160966426,0.5913587930135736,0.15900216021069452,0.17050813891816466,0.07913090785756723,37.328724428591265,47.6868769598471,0.2649351595346328,0.22520021215135588,0.3541878723176625,0.1556767559963488
North Carolina,1999,7359361,0.4873590247848964,0.6919924161893947,0.23459101951922184,0.044439999614096934,0.02897656467728652,36.777941046783816,45.828279197868426,0.24473603075049588,0.24748102450742665,0.3770972778750764,0.1306856668670011
North Dakota,1999,644259,0.4992433167406276,0.9296773502582036,0.005954127144517965,0.010404200795021877,0.05396432180225655,37.06375851947742,46.509479853437135,0.2546845290481002,0.23270330721029897,0.3661322542642012,0.1464799094773996
Ohio,1999,8205454,0.4875339012320342,0.8206832918690422,0.1340225659664901,0.025014825505084787,0.020279316659382894,37.944126248224656,47.97224637191949,0.25590142848890507,0.21034943343780857,0.37585525432230804,0.15789388375097832
Oklahoma,1999,2927147,0.4948039849040721,0.7308081896809419,0.09288634974601549,0.0573100701809646,0.11899539039207802,37.12918927542758,46.82320883770942,0.25712026078635614,0.2286223411396831,0.3660226151949321,0.14823478287902864
Oregon,1999,2593941,0.49411879452925106,0.8135863537374212,0.02395274217879281,0.09980373493460337,0.06265716914918265,38.418976183344185,48.27981585426949,0.24865045118605242,0.2267038456156096,0.3563496625405127,0.1682960406578253
Pennsylvania,1999,8073805,0.4838785430165826,0.8293793322974731,0.0943815214759336,0.046372435301570945,0.02986671092502234,39.72725127743362,49.28078330194945,0.2358471872927325,0.21321852583756978,0.36136319864054184,0.1895710882291559
Rhode Island,1999,770402,0.4928310154958061,0.785979267966594,0.06361484004454818,0.11128345980410227,0.039122432184755494,37.798104106687155,47.233725187247884,0.24523145059332657,0.22692594255985837,0.36849722612350433,0.1593453807233107
South Carolina,1999,3864682,0.48621749473824755,0.6592193096353076,0.3063558657607534,0.021380801835700843,0.013044022768238111,36.05820672955757,45.66584549865328,0.2624460693014328,0.23830043455063057,0.37508571209739894,0.12416778405053766
South Dakota,1999,750412,0.4956104113473665,0.8945699162593349,0.00617793958518787,0.01091666977606968,0.08833547437940757,36.507128750606334,46.64489740464302,0.2712315368091128,0.2236366156191532,0.3615027478238621,0.14362909974787183
Tennessee,1999,4818706,0.4817143855632612,0.8192599839043926,0.14395814976053736,0.021949668645482832,0.014832197689587205,37.66154129345098,47.07168795284489,0.24542638625390303,0.22570424508156336,0.3839603412202363,0.1449090274442973
Texas,1999,13118220,0.49686756282483446,0.5434684736191343,0.12755960793461307,0.2796276476534164,0.04934427079283622,36.05801034744043,46.29332276635997,0.27157153943141676,0.2314835244415782,0.36199575857090366,0.13494917755610136
Utah,1999,1483482,0.4943201198261927,0.8029918799149568,0.012476727051625837,0.12847341592280864,0.05605797711060869,34.09087033074887,44.864411265413125,0.2929503694685881,0.2513076666922821,0.32925306811946486,0.12648889571966496
Vermont,1999,604683,0.48998400814972476,0.9734770119219491,0.005677354911581771,0.008068690537025185,0.012776942629443858,37.293358668922394,46.338555852043704,0.24501036080061786,0.21703834901923816,0.4112286933814908,0.1267225967986532
Virginia,1999,6400174,0.4860010055976603,0.688952675349139,0.21849421593850418,0.04752855156750426,0.04502455714485262,36.4776672477967,45.452005181601784,0.24523461393393367,0.24187948640146348,0.39021157862270617,0.12267432104189667
