state,year,inc_per_cap_act
Minnesota,2002,50576.86276995917
Minnesota,2003,51193.416877302334
Minnesota,2004,52967.86011507207
Minnesota,2005,52804.14796851076
Minnesota,2006,52974.278421959796
Minnesota,2007,54469.90708368708
Minnesota,2008,53962.72143648458
Minnesota,2009,51390.483105064646
Minnesota,2010,51873.137272508684
Minnesota,2011,54288.90705703159
Minnesota,2012,55620.45137966218
Minnesota,2013,54795.61321429893
Minnesota,2014,56560.37950842668
Minnesota,2015,59056.180337050035
Minnesota,2016,59145.05724753257
Minnesota,2017,59736.8143260548
Minnesota,2018,61078.69139543776
Minnesota,2019,61712.73245024407
Mississippi,1980,24373.651846329463
Mississippi,1981,24315.994091315883
Mississippi,1982,23549.572217355966
Mississippi,1983,23649.397537413304
Mississippi,1984,24674.18606552611
Mississippi,1985,24991.194743452397
Mississippi,1986,24879.216409314315
Mississippi,1987,26008.61085730412
Mississippi,1988,26806.984072238993
Mississippi,1989,27782.525739483382
Mississippi,1990,27736.860393203362
Mississippi,1991,27449.566399133553
Mississippi,1992,28505.339582400535
Mississippi,1993,29050.90599599977
Mississippi,1994,30292.567444582422
Mississippi,1995,30768.3760843579
Mississippi,1996,31469.99288388517
Mississippi,1997,31930.07266375138
Mississippi,1998,32984.89759631425
Mississippi,1999,33253.622257868374
Mississippi,2000,33846.366967705406
Mississippi,2001,34347.75227857513
Mississippi,2002,34476.01830652907
Mississippi,2003,34794.099275074615
Mississippi,2004,35842.650091350595
Mississippi,2005,36977.47048220439
Mississippi,2006,37088.00892993971
Mississippi,2007,38311.88940170266
Mississippi,2008,38135.50330237256
Mississippi,2009,37386.53813476024
Mississippi,2010,37623.204335365874
Mississippi,2011,38499.87904236266
Mississippi,2012,38710.4077919168
Mississippi,2013,38691.594976653
Mississippi,2014,38878.82012706428
Mississippi,2015,39712.35776250152
Mississippi,2016,39745.67161826238
Mississippi,2017,39711.83212574642
Mississippi,2018,40297.962804589006
Mississippi,2019,40818.1994294666
Missouri,1980,31844.253812556064
Missouri,1981,37859.07144859543
Missouri,1982,37416.70076420058
Missouri,1983,38352.899740849614
Missouri,1984,40492.11207505514
Missouri,1985,42611.4421593069
Missouri,1986,41886.5790607478
Missouri,1987,43190.17624068134
Missouri,1988,43786.33363117968
Missouri,1989,43756.669645588
Missouri,1990,46342.07257683984
Missouri,1991,45448.09296008556
Missouri,1992,46045.05685074181
Missouri,1993,46159.278380370546
Missouri,1994,47130.60892311456
Missouri,1995,48278.50833354241
Missouri,1996,48814.5391734244
Missouri,1997,49574.39468589722
Missouri,1998,50578.353617000066
Missouri,1999,51440.71344328832
Missouri,2000,43804.26973935471
Missouri,2001,43279.502042988206
Missouri,2002,43454.791733030135
Missouri,2003,43581.353051672486
Missouri,2004,44626.31915581535
Missouri,2005,44632.765365887084
Missouri,2006,45059.15799393367
Missouri,2007,45899.41754467333
Missouri,2008,45991.3728071547
Missouri,2009,45005.96566207449
Missouri,2010,44831.90775369594
Missouri,2011,45897.71943263678
Missouri,2012,46639.14627646321
Missouri,2013,46086.86020034291
Missouri,2014,47013.896515202585
Missouri,2015,48676.128838265206
Missouri,2016,49379.60782448171
Missouri,2017,49282.48704726387
Missouri,2018,50153.37571713467
Missouri,2019,51036.24638127078
Montana,1980,31117.972415502016
Montana,1981,31287.10295721498
Montana,1982,30128.595790175525
Montana,1983,30159.389707006692
Montana,1984,30338.322271597506
Montana,1985,29667.821857714524
Montana,1986,29980.66394949079
Montana,1987,30700.241684832577
Montana,1988,30489.098687479924
Montana,1989,32172.84630860346
Montana,1990,32125.28230619819
Montana,1991,32038.784184364737
Montana,1992,32492.69863388574
Montana,1993,33284.36780220273
Montana,1994,32750.488163082813
Montana,1995,32950.08334917202
Montana,1996,33225.4117708341
Montana,1997,33488.47056040905
Montana,1998,35133.04714614932
Montana,1999,35096.00697199813
Montana,2000,36139.60510333939
Montana,2001,36211.10841272643
Montana,2002,36619.34213507676
Montana,2003,37933.270352102816
Montana,2004,39863.23031223131
Montana,2005,41396.074943922235
Montana,2006,42688.341822298804
Montana,2007,44486.75096979651
Montana,2008,44376.30885327564
Montana,2009,43200.21947307851
Montana,2010,43703.31626457375
Montana,2011,45707.25166028785
Montana,2012,46857.28092583691
Montana,2013,45917.95581312913
Montana,2014,47155.57637133008
Montana,2015,49210.509252256605
Montana,2016,49051.45616824645
Montana,2017,50213.82614512129
Montana,2018,51307.88799015064
Montana,2019,52180.64300610984
Nebraska,1980,31914.941136260903
Nebraska,1981,32973.31316473889
Nebraska,1982,32665.83559699879
Nebraska,1983,32516.719092976757
Nebraska,1984,34633.40300039999
Nebraska,1985,35329.82747599175
Nebraska,1986,35198.96490741562
Nebraska,1987,36515.2227306187
Nebraska,1988,37371.08896407734
Nebraska,1989,37879.70131424336
Nebraska,1990,43951.79165314925
Nebraska,1991,42984.630151628684
Nebraska,1992,44311.001256879026
Nebraska,1993,43604.906413624725
Nebraska,1994,44874.85308925846
Nebraska,1995,45207.15763033214
Nebraska,1996,47375.123082912
Nebraska,1997,47598.26533508731
Nebraska,1998,49685.05799357068
Nebraska,1999,50858.68977084933
Nebraska,2000,45401.65093388361
Nebraska,2001,45609.69898584324
Nebraska,2002,45580.284955409836
Nebraska,2003,46861.24341831124
Nebraska,2004,47809.57041113324
Nebraska,2005,47959.99125842969
Nebraska,2006,47987.53240741508
Nebraska,2007,50350.09738402061
Nebraska,2008,50607.696759831386
Nebraska,2009,49495.999259398894
Nebraska,2010,49819.90093944234
Nebraska,2011,54381.04491247748
Nebraska,2012,54113.46923590385
Nebraska,2013,53255.582875440305
Nebraska,2014,55092.055955904405
Nebraska,2015,57217.748526086216
Nebraska,2016,55281.453852213606
Nebraska,2017,55046.13657278843
Nebraska,2018,56307.5945240419
Nebraska,2019,57182.404048913384
Nevada,1980,41063.33319167384
Nevada,1981,39449.306377327564
Nevada,1982,37426.1269685801
Nevada,1983,37573.431523326886
Nevada,1984,38280.91379620792
Nevada,1985,38983.86352025027
Nevada,1986,39282.808129927005
Nevada,1987,40583.87929232789
Nevada,1988,42134.126632580315
Nevada,1989,42936.72096211671
Nevada,1990,63373.3916965881
Nevada,1991,61733.980729272196
Nevada,1992,65468.555210373896
Nevada,1993,64946.49332138203
Nevada,1994,68127.9713419999
Nevada,1995,69811.96617013402
Nevada,1996,74107.01351718817
Nevada,1997,76546.74770611704
Nevada,1998,84243.10905229446
Nevada,1999,86072.05473954971
Nevada,2000,49861.05900679133
Nevada,2001,48857.2628089482
Nevada,2002,47895.369262773245
Nevada,2003,48102.380806168134
Nevada,2004,50354.67623960136
Nevada,2005,53168.41729550795
Nevada,2006,53489.640934048446
Nevada,2007,53003.94094801357
Nevada,2008,49039.55419858312
Nevada,2009,45786.239078531944
Nevada,2010,45325.61187993669
Nevada,2011,46151.591826675234
Nevada,2012,46091.242584480264
Nevada,2013,44900.47572746902
Nevada,2014,46709.56682787523
Nevada,2015,49986.394551388294
Nevada,2016,50530.531336119726
Nevada,2017,51791.22276559145
Nevada,2018,53231.17560250475
Nevada,2019,53664.27391533669
New Hampshire,1980,34213.69182194972
New Hampshire,1981,34096.622237540294
New Hampshire,1982,34273.22862926719
New Hampshire,1983,35888.60419508919
New Hampshire,1984,38167.61120682934
New Hampshire,1985,39816.573046341975
New Hampshire,1986,41154.407848042254
New Hampshire,1987,43653.36088530023
New Hampshire,1988,44959.5151842728
New Hampshire,1989,45190.9766210104
New Hampshire,1990,56054.702532348485
New Hampshire,1991,53152.99008867611
New Hampshire,1992,54460.78462296717
New Hampshire,1993,53758.6822623475
New Hampshire,1994,54586.62693200341
New Hampshire,1995,54801.86423360641
New Hampshire,1996,57898.74475055494
New Hampshire,1997,60779.38572254747
New Hampshire,1998,65191.827210095435
New Hampshire,1999,67205.56441569254
New Hampshire,2000,55311.042119918915
New Hampshire,2001,55420.425735189776
New Hampshire,2002,55159.21399299101
New Hampshire,2003,54346.33720740909
New Hampshire,2004,56005.481167212776
New Hampshire,2005,56153.46666778878
New Hampshire,2006,57306.90532142774
New Hampshire,2007,57930.49144249563
New Hampshire,2008,56768.7190015209
New Hampshire,2009,55730.19869891371
New Hampshire,2010,56960.928191297
New Hampshire,2011,58569.26618969229
New Hampshire,2012,59264.93746789045
New Hampshire,2013,57998.82047929598
New Hampshire,2014,59273.15014830028
New Hampshire,2015,61512.51134024474
New Hampshire,2016,62967.37108729257
New Hampshire,2017,63865.78128886638
New Hampshire,2018,65443.38792547813
New Hampshire,2019,66609.55960182264
New Jersey,1980,40123.796546486534
New Jersey,1981,46826.28969805525
New Jersey,1982,46561.60182407738
New Jersey,1983,48183.03577457423
New Jersey,1984,50760.569842843644
New Jersey,1985,52961.10872987349
New Jersey,1986,54050.84007633578
New Jersey,1987,57062.87165452657
New Jersey,1988,59797.72834097026
New Jersey,1989,61277.910292764616
New Jersey,1990,76999.72310913698
New Jersey,1991,73021.64142903847
New Jersey,1992,75470.11242704114
New Jersey,1993,73375.68078610217
New Jersey,1994,72756.48250549905
New Jersey,1995,73910.79760502107
New Jersey,1996,75467.89336788077
New Jersey,1997,77770.50792542266
New Jersey,1998,80707.18853408191
New Jersey,1999,81710.48389189638
New Jersey,2000,61396.87828626852
New Jersey,2001,60801.40210024783
New Jersey,2002,60597.22987647765
New Jersey,2003,60197.18728810713
New Jersey,2004,61576.31065986748
New Jersey,2005,62095.84821519502
New Jersey,2006,64074.31142136933
New Jersey,2007,66340.36166373205
New Jersey,2008,65259.2933466039
New Jersey,2009,63001.9411706069
New Jersey,2010,62604.01749965782
New Jersey,2011,64279.340213779506
New Jersey,2012,64601.766238189215
New Jersey,2013,64065.32301870999
New Jersey,2014,66026.84246394764
New Jersey,2015,68979.80238845537
New Jersey,2016,70019.03281834075
New Jersey,2017,70630.63558341736
New Jersey,2018,72228.7766499982
New Jersey,2019,73919.29184764386
New Mexico,1980,29502.87373083817
New Mexico,1981,29164.833570393028
New Mexico,1982,28842.155454490552
New Mexico,1983,29263.73839960372
New Mexico,1984,30153.460703397366
New Mexico,1985,31042.472676344547
New Mexico,1986,30514.573848125052
New Mexico,1987,31041.966210171075
New Mexico,1988,31249.28808696605
New Mexico,1989,31750.219321525008
New Mexico,1990,33569.12271967321
New Mexico,1991,33227.944181697996
New Mexico,1992,33641.02277823215
New Mexico,1993,34343.395903849254
New Mexico,1994,34757.75658120635
New Mexico,1995,35470.16802364761
New Mexico,1996,35558.27504233928
New Mexico,1997,35794.82186890572
New Mexico,1998,36808.33533884558
New Mexico,1999,36540.541282616694
New Mexico,2000,36351.7643217942
New Mexico,2001,37361.96808743486
New Mexico,2002,37928.64753266718
New Mexico,2003,38157.34367781163
New Mexico,2004,39266.13461284058
New Mexico,2005,40264.78268443484
New Mexico,2006,40999.314202246824
New Mexico,2007,41928.15967663358
New Mexico,2008,42238.61820871555
New Mexico,2009,41443.8552137266
New Mexico,2010,40838.19733011948
New Mexico,2011,41902.736025349426
New Mexico,2012,41523.999533967304
New Mexico,2013,40116.39294968371
New Mexico,2014,41873.288085765846
New Mexico,2015,43224.7198953453
New Mexico,2016,43482.15635457359
New Mexico,2017,43201.11657663301
New Mexico,2018,44362.698575757604
New Mexico,2019,45445.78258843969
New York,1980,37365.742787029296
New York,1981,47918.711699696134
New York,1982,48031.930264418
New York,1983,49571.55995438104
New York,1984,51975.14497781803
New York,1985,53563.593574421386
New York,1986,54851.35945051632
New York,1987,57145.98680322664
New York,1988,59893.6214604171
New York,1989,61353.02196668094
New York,1990,86490.66331863285
New York,1991,81192.70903771975
New York,1992,81467.63953253625
New York,1993,80519.27768477773
New York,1994,80938.38611172495
New York,1995,81822.32412284547
New York,1996,84399.41001424831
New York,1997,86426.61265340823
New York,1998,89359.702034923
New York,1999,93078.06031521413
New York,2000,56360.032573607976
New York,2001,56068.028138151014
New York,2002,55076.80907270382
New York,2003,54164.99850975185
New York,2004,55330.46255481424
New York,2005,55950.78637939819
New York,2006,57932.60795447487
New York,2007,60927.42531051137
New York,2008,59522.41095419629
New York,2009,58360.19380321405
New York,2010,59624.86311716689
New York,2011,61648.037561009885
New York,2012,62741.75733350718
New York,2013,62291.10171094236
New York,2014,63875.287154622034
New York,2015,66825.63718252939
New York,2016,68413.00893733931
New York,2017,71533.61811025409
New York,2018,73093.95406303187
New York,2019,75225.93577791266
North Carolina,1980,28423.88866547643
North Carolina,1981,32680.568550713433
North Carolina,1982,32559.087246787054
North Carolina,1983,33773.09394338361
North Carolina,1984,36027.66241803647
North Carolina,1985,36973.56226467176
North Carolina,1986,37861.084829231
North Carolina,1987,39683.43038327949
North Carolina,1988,41145.19697968139
North Carolina,1989,42300.69673652639
North Carolina,1990,38756.273203298115
North Carolina,1991,37888.52849725818
North Carolina,1992,39278.59446651446
North Carolina,1993,39907.56199529677
North Carolina,1994,40754.89648929632
North Carolina,1995,41754.12971795348
North Carolina,1996,42803.73596330523
North Carolina,1997,43711.159113070375
North Carolina,1998,44819.637088362804
North Carolina,1999,45607.9249165556
North Carolina,2000,43085.19074089504
North Carolina,2001,42072.00384116067
North Carolina,2002,41616.010272946296
North Carolina,2003,41631.31004353669
North Carolina,2004,43589.68051699867
North Carolina,2005,44799.984732834404
North Carolina,2006,45862.30103641572
North Carolina,2007,47317.412632363266
North Carolina,2008,47350.71046388182
North Carolina,2009,45059.49299915009
North Carolina,2010,43442.623445479694
North Carolina,2011,44011.92020801959
North Carolina,2012,45288.679331068925
North Carolina,2013,43660.93454478618
North Carolina,2014,45093.07790032408
North Carolina,2015,47194.4849391907
North Carolina,2016,47705.96809895134
North Carolina,2017,48268.06659035901
North Carolina,2018,49201.91340332506
North Carolina,2019,50103.202552478346
North Dakota,1980,27408.62741816132
North Dakota,1981,31766.811501864333
North Dakota,1982,31251.786638403468
North Dakota,1983,31301.23079697174
North Dakota,1984,32235.548211992213
North Dakota,1985,32344.6372638963
North Dakota,1986,31921.743741785544
North Dakota,1987,32834.21459271038
North Dakota,1988,29494.153912289545
North Dakota,1989,32053.455669042167
North Dakota,1990,33403.45701016868
North Dakota,1991,32120.664218378875
North Dakota,1992,34174.361424516035
North Dakota,1993,33393.64249363097
North Dakota,1994,35220.39734457471
North Dakota,1995,34140.07529724802
North Dakota,1996,37017.796810107786
North Dakota,1997,35209.83918020222
North Dakota,1998,38129.1154227146
North Dakota,1999,38252.56524424803
North Dakota,2000,40647.45234151006
North Dakota,2001,40203.02134486471
North Dakota,2002,40797.85064877439
North Dakota,2003,43227.6560550186
North Dakota,2004,42964.357114055776
North Dakota,2005,44333.10125258496
North Dakota,2006,44570.30821135887
North Dakota,2007,48308.07671254262
North Dakota,2008,51667.94005188283
North Dakota,2009,50918.40274512292
North Dakota,2010,52951.638003977874
North Dakota,2011,57447.91069243867
North Dakota,2012,64408.95222852093
North Dakota,2013,61513.50594022938
North Dakota,2014,63376.015239003056
North Dakota,2015,60642.984463597095
North Dakota,2016,57751.76158224368
North Dakota,2017,57319.64792746617
North Dakota,2018,59393.16365937274
North Dakota,2019,60032.4688559739
Ohio,1980,33698.87806635725
Ohio,1981,41245.521438344105
Ohio,1982,40018.37436211645
Ohio,1983,40909.19670412822
Ohio,1984,43335.4539178428
Ohio,1985,44445.732513463554
Ohio,1986,44766.69986627924
Ohio,1987,46664.89592611614
Ohio,1988,47882.2265911131
Ohio,1989,49106.058627475395
Ohio,1990,54085.317846518315
Ohio,1991,52034.56963885364
Ohio,1992,53955.27580758394
Ohio,1993,53791.60818524729
Ohio,1994,55305.63084928776
Ohio,1995,55805.5850458865
Ohio,1996,56502.350613544426
Ohio,1997,57875.76739599583
Ohio,1998,59928.1319928664
Ohio,1999,60582.61008008238
Ohio,2000,44841.42351100399
Ohio,2001,44262.50137128728
Ohio,2002,44314.02929115023
Ohio,2003,44296.10269685752
Ohio,2004,44992.63703801321
Ohio,2005,44974.8610414219
Ohio,2006,45336.13175848134
Ohio,2007,46150.750778414105
Ohio,2008,45620.97951012923
Ohio,2009,44341.81244747377
Ohio,2010,44529.764804906525
Ohio,2011,46768.43876260033
Ohio,2012,47222.11781587137
Ohio,2013,46971.92808923332
Ohio,2014,48116.03768030212
Ohio,2015,50088.06229910031
Ohio,2016,50391.14447348015
Ohio,2017,50898.55376978969
Ohio,2018,51896.72348341278
Ohio,2019,52655.502347195325
Oklahoma,1980,32854.69326377781
Oklahoma,1981,33546.40990969199
Oklahoma,1982,33399.69076448234
Oklahoma,1983,32121.67378511122
Oklahoma,1984,33095.5220544733
Oklahoma,1985,33392.36016106817
Oklahoma,1986,32504.36069656066
Oklahoma,1987,32397.682632543394
Oklahoma,1988,32881.41952674881
Oklahoma,1989,33649.84781911417
Oklahoma,1990,39930.84042438767
Oklahoma,1991,38561.00999319745
Oklahoma,1992,39147.35971096782
Oklahoma,1993,38959.57098547761
Oklahoma,1994,39299.79852378286
Oklahoma,1995,39597.6190300934
Oklahoma,1996,40513.13475173202
Oklahoma,1997,41096.987307162715
Oklahoma,1998,42132.12420895298
Oklahoma,1999,42245.137706288166
Oklahoma,2000,37692.57012751677
Oklahoma,2001,38424.567255103444
Oklahoma,2002,38572.233704159546
Oklahoma,2003,39093.41607930683
Oklahoma,2004,41148.76818461871
Oklahoma,2005,43467.26242589711
Oklahoma,2006,45896.32538921182
Oklahoma,2007,46073.910909122336
Oklahoma,2008,48462.70072958467
Oklahoma,2009,44517.239662735185
Oklahoma,2010,44489.102037662116
Oklahoma,2011,46733.79424114431
Oklahoma,2012,48191.7730548225
Oklahoma,2013,49257.287814598734
Oklahoma,2014,51253.389256025344
Oklahoma,2015,49848.712072917646
Oklahoma,2016,46671.01540762272
Oklahoma,2017,47600.54789672666
Oklahoma,2018,48805.6968478344
Oklahoma,2019,49657.54216123226
Oregon,1980,34849.43892834622
Oregon,1981,33200.05320727701
Oregon,1982,31583.575455989
Oregon,1983,32527.520735723385
Oregon,1984,33636.57682148763
Oregon,1985,34044.24788998533
Oregon,1986,34317.12492824954
Oregon,1987,35372.25636138581
Oregon,1988,36452.204456031795
Oregon,1989,37654.032693152665
Oregon,1990,47934.65843623012
Oregon,1991,46557.59550086983
Oregon,1992,48222.90686624404
Oregon,1993,48553.8907788305
Oregon,1994,50313.57457495443
Oregon,1995,52157.398819288406
Oregon,1996,53146.33820912093
Oregon,1997,54180.11510791271
Oregon,1998,55301.93593840241
Oregon,1999,56358.27989311237
Oregon,2000,44654.728864994104
Oregon,2001,43754.95851783033
Oregon,2002,43195.514481011065
Oregon,2003,43120.77088753601
Oregon,2004,44349.22123084938
Oregon,2005,44851.44810392169
Oregon,2006,46296.08073641827
Oregon,2007,46729.57231517641
Oregon,2008,46085.32029889371
Oregon,2009,44132.73193926012
Oregon,2010,43978.82436309666
Oregon,2011,45273.487915963124
Oregon,2012,46024.66579502931
Oregon,2013,45740.051925572334
Oregon,2014,47821.2315971198
Oregon,2015,50944.06878343088
Oregon,2016,51905.96442549082
Oregon,2017,52999.91772612719
Oregon,2018,54827.417151678776
Oregon,2019,55793.84171171312
Pennsylvania,1980,34076.42076791359
Pennsylvania,1981,44567.645020609496
Pennsylvania,1982,44049.86412687921
Pennsylvania,1983,44046.821380916546
Pennsylvania,1984,46246.61123049035
Pennsylvania,1985,47560.62022970658
Pennsylvania,1986,48039.483072605624
Pennsylvania,1987,50044.78695492262
Pennsylvania,1988,51839.753071849584
Pennsylvania,1989,54219.59687110456
Pennsylvania,1990,62952.87934209959
Pennsylvania,1991,61589.53946078466
Pennsylvania,1992,62376.392229733414
Pennsylvania,1993,62152.39046675037
Pennsylvania,1994,62047.13611987483
Pennsylvania,1995,62887.52216173442
Pennsylvania,1996,63814.18521950013
Pennsylvania,1997,65378.295965488534
Pennsylvania,1998,67731.38936184956
Pennsylvania,1999,69480.13669394105
Pennsylvania,2000,47531.43758938131
Pennsylvania,2001,47574.888659895245
Pennsylvania,2002,47800.58402933395
Pennsylvania,2003,47982.224884005234
Pennsylvania,2004,49648.73572130256
Pennsylvania,2005,50297.27542833031
Pennsylvania,2006,50691.058157369465
Pennsylvania,2007,52521.46530498284
Pennsylvania,2008,51995.7998466689
Pennsylvania,2009,50712.94645647653
Pennsylvania,2010,51192.84034909404
Pennsylvania,2011,52920.385234063266
Pennsylvania,2012,53481.539856015006
Pennsylvania,2013,53045.57247916839
Pennsylvania,2014,54507.423719623264
Pennsylvania,2015,56858.841710536355
Pennsylvania,2016,57735.94724293338
Pennsylvania,2017,57938.86672886584
Pennsylvania,2018,59652.21295961674
Pennsylvania,2019,60871.46052695923
Rhode Island,1980,33657.89519958929
Rhode Island,1981,33341.38866277706
Rhode Island,1982,33133.69614740615
Rhode Island,1983,34461.70245206233
Rhode Island,1984,36078.69026918748
Rhode Island,1985,37265.553747736965
Rhode Island,1986,38094.91972974128
Rhode Island,1987,39745.39292506519
Rhode Island,1988,41784.62777246485
Rhode Island,1989,43344.18177765607
Rhode Island,1990,65706.24004586934
Rhode Island,1991,61403.87035760925
Rhode Island,1992,62408.21865904981
Rhode Island,1993,61840.01610404023
Rhode Island,1994,59200.29629330771
Rhode Island,1995,58867.26419686307
Rhode Island,1996,58154.18929703318
Rhode Island,1997,58573.52469606801
Rhode Island,1998,61821.51640403819
Rhode Island,1999,62087.31890385327
Rhode Island,2000,47705.49210894643
Rhode Island,2001,48077.11505577101
Rhode Island,2002,49109.80347482247
Rhode Island,2003,50038.970629231495
Rhode Island,2004,51614.6519308533
Rhode Island,2005,51579.29693219057
Rhode Island,2006,52272.218230285784
Rhode Island,2007,53537.28364988728
Rhode Island,2008,52184.277240866366
Rhode Island,2009,50954.471876717595
Rhode Island,2010,52284.36871318709
Rhode Island,2011,53477.052252778296
Rhode Island,2012,53788.35006890813
Rhode Island,2013,52833.56736756201
Rhode Island,2014,54209.30913584592
Rhode Island,2015,56331.243382723645
Rhode Island,2016,56439.533655397354
Rhode Island,2017,57219.184617951694
Rhode Island,2018,57948.33518496021
Rhode Island,2019,59119.25725314084
South Carolina,1980,27149.981015963895
South Carolina,1981,26859.026515738668
South Carolina,1982,26142.285761077004
South Carolina,1983,27136.3447087119
South Carolina,1984,28680.861171932476
South Carolina,1985,29357.134993264728
South Carolina,1986,29820.118363480593
South Carolina,1987,31199.234691924463
South Carolina,1988,32270.703961299754
South Carolina,1989,33187.02230444764
South Carolina,1990,34337.79672614482
South Carolina,1991,33456.03626315556
South Carolina,1992,34096.28805463458
South Carolina,1993,34297.4764616425
South Carolina,1994,34901.27123016108
South Carolina,1995,35631.090228626985
South Carolina,1996,36487.35941513791
South Carolina,1997,37055.1022849557
South Carolina,1998,38490.12091624677
South Carolina,1999,39335.06264311671
South Carolina,2000,39345.33660292286
South Carolina,2001,38846.42647505829
South Carolina,2002,39045.7794611975
South Carolina,2003,38878.89361593618
South Carolina,2004,39754.16892035268
South Carolina,2005,40447.39846507664
South Carolina,2006,41218.06413769596
South Carolina,2007,42183.10299729541
South Carolina,2008,41371.76321539852
South Carolina,2009,39888.90952359025
South Carolina,2010,39517.56314273502
South Carolina,2011,40789.96973707893
South Carolina,2012,41338.98400657405
South Carolina,2013,40838.50204640334
South Carolina,2014,42341.875792286985
South Carolina,2015,44494.69278123447
South Carolina,2016,45201.943479221816
South Carolina,2017,45897.160657291046
South Carolina,2018,46749.83859876732
South Carolina,2019,47661.523353152785
South Dakota,1980,28075.57805596684
South Dakota,1981,29292.359832978153
South Dakota,1982,28472.777036526884
South Dakota,1983,28377.188137061523
South Dakota,1984,30769.618717308844
South Dakota,1985,30419.40248909464
South Dakota,1986,30628.8554352969
South Dakota,1987,31881.236807581994
South Dakota,1988,31870.904333060163
South Dakota,1989,32903.15049746024
South Dakota,1990,34214.92070029743
South Dakota,1991,33430.58542687103
South Dakota,1992,34762.54328012657
South Dakota,1993,34743.5149880651
South Dakota,1994,36129.5955417286
South Dakota,1995,35486.53350234456
South Dakota,1996,37924.58587226006
South Dakota,1997,37512.35123868741
South Dakota,1998,39764.7188296584
South Dakota,1999,40719.365224372305
South Dakota,2000,41974.95663816154
South Dakota,2001,41619.28149359632
South Dakota,2002,40942.57303209149
South Dakota,2003,43279.540753176545
South Dakota,2004,45118.90720554558
South Dakota,2005,46261.281817762116
South Dakota,2006,46411.318128902276
South Dakota,2007,49979.00960101554
South Dakota,2008,50711.120229122826
South Dakota,2009,48899.05352005706
South Dakota,2010,50116.67076191486
South Dakota,2011,53407.51385658711
South Dakota,2012,52505.69464162881
South Dakota,2013,51709.22859959648
South Dakota,2014,52844.95346767225
South Dakota,2015,54908.80835211812
South Dakota,2016,54288.944652077436
South Dakota,2017,54113.76222977902
South Dakota,2018,56034.57076536233
South Dakota,2019,56602.588544850136
Tennessee,1980,28155.768298088034
Tennessee,1981,29739.434696923752
Tennessee,1982,29073.645325519978
Tennessee,1983,29813.89966284281
Tennessee,1984,33128.93915127518
Tennessee,1985,33998.237671779316
Tennessee,1986,34796.98851183293
Tennessee,1987,36596.11209407516
Tennessee,1988,37836.4366894979
Tennessee,1989,39504.031682224406
Tennessee,1990,40981.95702685802
Tennessee,1991,39908.57017790639
Tennessee,1992,41978.347459084456
Tennessee,1993,42397.700599260235
Tennessee,1994,43011.09748028567
Tennessee,1995,44155.99094606712
Tennessee,1996,44787.13924422316
Tennessee,1997,45328.03870828489
Tennessee,1998,48187.73155635082
Tennessee,1999,48566.66054704742
Tennessee,2000,42347.69804209463
Tennessee,2001,41489.666931219246
Tennessee,2002,41812.18803425471
Tennessee,2003,41958.49354020453
Tennessee,2004,43115.294068978394
Tennessee,2005,43320.364646285845
Tennessee,2006,43703.16313713848
Tennessee,2007,44272.47939721971
Tennessee,2008,43516.50996559733
Tennessee,2009,42870.98495713577
Tennessee,2010,43407.879167184445
Tennessee,2011,45032.18524854791
Tennessee,2012,45669.07951438837
Tennessee,2013,45055.95203066012
Tennessee,2014,45914.846499708314
Tennessee,2015,48081.828158369164
Tennessee,2016,48607.8281269228
Tennessee,2017,49164.459826830986
Tennessee,2018,50260.80479744442
Tennessee,2019,51066.291769101
Texas,1980,34150.234270147856
Texas,1981,40732.13640964678
Texas,1982,39633.88407437595
Texas,1983,39534.71051583954
Texas,1984,40729.19564920417
Texas,1985,41577.20848388723
Texas,1986,40367.742746340424
Texas,1987,40423.14639607419
Texas,1988,41030.50178105371
Texas,1989,41554.071864795034
Texas,1990,54445.15295328984
Texas,1991,53280.907460267656
Texas,1992,55138.25699113812
Texas,1993,55249.11586271918
Texas,1994,56037.59896943289
Texas,1995,57251.687922681755
Texas,1996,59312.67675054226
Texas,1997,61760.341978196746
Texas,1998,65148.14495984054
Texas,1999,66357.2666179016
Texas,2000,44001.500266668285
Texas,2001,44213.568817855885
Texas,2002,43448.18822026632
Texas,2003,43120.76664463206
Texas,2004,43569.898544607146
Texas,2005,45206.00743154579
Texas,2006,46674.03069352997
Texas,2007,47687.27599097717
Texas,2008,49020.24566426025
Texas,2009,45903.47369570476
Texas,2010,46600.68900403741
Texas,2011,49376.42813638097
Texas,2012,50445.46771613565
Texas,2013,50055.434172306195
Texas,2014,52116.90340015918
Texas,2015,52511.30987372247
Texas,2016,51033.460756040164
Texas,2017,52600.22926904472
Texas,2018,54440.584763638915
Texas,2019,55396.682277443586
Utah,1980,28624.421232562196
Utah,1981,27837.589206151068
Utah,1982,27120.983703854672
Utah,1983,27362.444921629456
Utah,1984,28487.64335567576
Utah,1985,29078.176749099894
Utah,1986,29040.07531898577
Utah,1987,29737.776179915665
Utah,1988,30172.70368893454
Utah,1989,30695.970040419892
Utah,1990,48131.007126094606
Utah,1991,47228.82491630552
Utah,1992,47402.374809270805
Utah,1993,47876.78249700854
Utah,1994,49694.754941707986
Utah,1995,50518.41471424405
Utah,1996,52224.93729124931
Utah,1997,53937.40090938263
Utah,1998,54560.75093784078
Utah,1999,55110.396267383956
Utah,2000,37956.59263218515
