date,state,unemployment
1982-02-01,New Jersey,8.4
1982-02-01,New Mexico,7.9
1982-02-01,New York,8.2
1982-02-01,North Carolina,8.8
1982-02-01,North Dakota,5.1
1982-02-01,Ohio,11.6
1982-02-01,Oklahoma,4.6
1982-02-01,Oregon,11.2
1982-02-01,Pennsylvania,9.9
1982-02-01,Rhode Island,9.3
1982-02-01,South Carolina,10
1982-02-01,South Dakota,4.9
1982-02-01,Tennessee,10.9
1982-02-01,Texas,6
1982-02-01,Utah,7.3
1982-02-01,Vermont,6.7
1982-02-01,Virginia,7.1
1982-02-01,Washington,11.2
1982-02-01,West Virginia,11.3
1982-02-01,Wisconsin,9.3
1982-02-01,Wyoming,4.3
1982-03-01,Alabama,13.2
1982-03-01,Alaska,9.9
1982-03-01,Arizona,8.7
1982-03-01,Arkansas,9.3
1982-03-01,California,9.3
1982-03-01,Colorado,6.6
1982-03-01,Connecticut,6.8
1982-03-01,District of Columbia,9.9
1982-03-01,Delaware,8.5
1982-03-01,Florida,8
1982-03-01,Georgia,7.5
1982-03-01,Hawaii,6.1
1982-03-01,Idaho,9.8
1982-03-01,Illinois,10.2
1982-03-01,Indiana,11.8
1982-03-01,Iowa,8.1
1982-03-01,Kansas,5.5
1982-03-01,Kentucky,10.2
1982-03-01,Louisiana,9.6
1982-03-01,Maine,8.4
1982-03-01,Maryland,8.4
1982-03-01,Massachusetts,7.6
1982-03-01,Michigan,14.9
1982-03-01,Minnesota,7.1
1982-03-01,Mississippi,10.3
1982-03-01,Missouri,8.7
1982-03-01,Montana,8.3
1982-03-01,Nebraska,5.1
1982-03-01,Nevada,9.2
1982-03-01,New Hampshire,6.8
1982-03-01,New Jersey,8.5
1982-03-01,New Mexico,8.2
1982-03-01,New York,8.3
1982-03-01,North Carolina,8.9
1982-03-01,North Dakota,5.2
1982-03-01,Ohio,11.8
1982-03-01,Oklahoma,4.8
1982-03-01,Oregon,11.2
1982-03-01,Pennsylvania,10.1
1982-03-01,Rhode Island,9.6
1982-03-01,South Carolina,10.2
1982-03-01,South Dakota,5
1982-03-01,Tennessee,11.1
1982-03-01,Texas,6.2
1982-03-01,Utah,7.4
1982-03-01,Vermont,6.8
1982-03-01,Virginia,7.2
1982-03-01,Washington,11.3
1982-03-01,West Virginia,11.7
1982-03-01,Wisconsin,9.6
1982-03-01,Wyoming,4.6
1982-04-01,Alabama,13.5
1982-04-01,Alaska,9.9
1982-04-01,Arizona,9.1
1982-04-01,Arkansas,9.3
1982-04-01,California,9.6
1982-04-01,Colorado,6.8
1982-04-01,Connecticut,6.8
1982-04-01,District of Columbia,10.1
1982-04-01,Delaware,8.4
1982-04-01,Florida,8.1
1982-04-01,Georgia,7.5
1982-04-01,Hawaii,6.2
1982-04-01,Idaho,9.8
1982-04-01,Illinois,10.6
1982-04-01,Indiana,11.8
1982-04-01,Iowa,8.2
1982-04-01,Kansas,5.8
1982-04-01,Kentucky,10.4
1982-04-01,Louisiana,9.7
1982-04-01,Maine,8.5
1982-04-01,Maryland,8.4
1982-04-01,Massachusetts,7.7
1982-04-01,Michigan,15
1982-04-01,Minnesota,7.3
1982-04-01,Mississippi,10.5
1982-04-01,Missouri,8.8
1982-04-01,Montana,8.5
1982-04-01,Nebraska,5.3
1982-04-01,Nevada,9.5
1982-04-01,New Hampshire,6.9
1982-04-01,New Jersey,8.6
1982-04-01,New Mexico,8.5
1982-04-01,New York,8.4
1982-04-01,North Carolina,9
1982-04-01,North Dakota,5.3
1982-04-01,Ohio,12
1982-04-01,Oklahoma,5
1982-04-01,Oregon,11.2
1982-04-01,Pennsylvania,10.3
1982-04-01,Rhode Island,9.8
1982-04-01,South Carolina,10.5
1982-04-01,South Dakota,5.1
1982-04-01,Tennessee,11.2
1982-04-01,Texas,6.3
1982-04-01,Utah,7.5
1982-04-01,Vermont,6.8
1982-04-01,Virginia,7.2
1982-04-01,Washington,11.4
1982-04-01,West Virginia,12.3
1982-04-01,Wisconsin,9.9
1982-04-01,Wyoming,4.9
1982-05-01,Alabama,13.7
1982-05-01,Alaska,9.9
1982-05-01,Arizona,9.5
1982-05-01,Arkansas,9.3
1982-05-01,California,9.8
1982-05-01,Colorado,7.1
1982-05-01,Connecticut,6.9
1982-05-01,District of Columbia,10.2
1982-05-01,Delaware,8.3
1982-05-01,Florida,8.3
1982-05-01,Georgia,7.6
1982-05-01,Hawaii,6.2
1982-05-01,Idaho,9.8
1982-05-01,Illinois,11
1982-05-01,Indiana,11.7
1982-05-01,Iowa,8.3
1982-05-01,Kansas,6.1
1982-05-01,Kentucky,10.5
1982-05-01,Louisiana,9.8
1982-05-01,Maine,8.6
1982-05-01,Maryland,8.3
1982-05-01,Massachusetts,7.8
1982-05-01,Michigan,15
1982-05-01,Minnesota,7.6
1982-05-01,Mississippi,10.7
1982-05-01,Missouri,8.9
1982-05-01,Montana,8.6
1982-05-01,Nebraska,5.4
1982-05-01,Nevada,9.7
1982-05-01,New Hampshire,7
1982-05-01,New Jersey,8.6
1982-05-01,New Mexico,8.8
1982-05-01,New York,8.4
1982-05-01,North Carolina,9.1
1982-05-01,North Dakota,5.4
1982-05-01,Ohio,12.2
1982-05-01,Oklahoma,5.2
1982-05-01,Oregon,11.1
1982-05-01,Pennsylvania,10.4
1982-05-01,Rhode Island,9.9
1982-05-01,South Carolina,10.7
1982-05-01,South Dakota,5.2
1982-05-01,Tennessee,11.3
1982-05-01,Texas,6.5
1982-05-01,Utah,7.7
1982-05-01,Vermont,6.9
1982-05-01,Virginia,7.3
1982-05-01,Washington,11.5
1982-05-01,West Virginia,12.8
1982-05-01,Wisconsin,10.1
1982-05-01,Wyoming,5.3
1982-06-01,Alabama,13.9
1982-06-01,Alaska,9.9
1982-06-01,Arizona,9.8
1982-06-01,Arkansas,9.3
1982-06-01,California,10
1982-06-01,Colorado,7.4
1982-06-01,Connecticut,6.9
1982-06-01,District of Columbia,10.2
1982-06-01,Delaware,8.2
1982-06-01,Florida,8.4
1982-06-01,Georgia,7.6
1982-06-01,Hawaii,6.3
1982-06-01,Idaho,9.7
1982-06-01,Illinois,11.3
1982-06-01,Indiana,11.7
1982-06-01,Iowa,8.3
1982-06-01,Kansas,6.4
1982-06-01,Kentucky,10.7
1982-06-01,Louisiana,10
1982-06-01,Maine,8.6
1982-06-01,Maryland,8.3
1982-06-01,Massachusetts,7.8
1982-06-01,Michigan,15.1
1982-06-01,Minnesota,7.9
1982-06-01,Mississippi,11
1982-06-01,Missouri,9
1982-06-01,Montana,8.6
1982-06-01,Nebraska,5.5
1982-06-01,Nevada,10
1982-06-01,New Hampshire,7.1
1982-06-01,New Jersey,8.6
1982-06-01,New Mexico,9.1
1982-06-01,New York,8.5
1982-06-01,North Carolina,9.1
1982-06-01,North Dakota,5.5
1982-06-01,Ohio,12.4
1982-06-01,Oklahoma,5.6
1982-06-01,Oregon,11.1
1982-06-01,Pennsylvania,10.6
1982-06-01,Rhode Island,10
1982-06-01,South Carolina,10.8
1982-06-01,South Dakota,5.4
1982-06-01,Tennessee,11.4
1982-06-01,Texas,6.7
1982-06-01,Utah,7.8
1982-06-01,Vermont,6.9
1982-06-01,Virginia,7.3
1982-06-01,Washington,11.6
1982-06-01,West Virginia,13.4
1982-06-01,Wisconsin,10.3
1982-06-01,Wyoming,5.7
1982-07-01,Alabama,14.1
1982-07-01,Alaska,9.9
1982-07-01,Arizona,10.2
1982-07-01,Arkansas,9.3
1982-07-01,California,10.2
1982-07-01,Colorado,7.7
1982-07-01,Connecticut,6.9
1982-07-01,District of Columbia,10.3
1982-07-01,Delaware,8.2
1982-07-01,Florida,8.5
1982-07-01,Georgia,7.7
1982-07-01,Hawaii,6.2
1982-07-01,Idaho,9.7
1982-07-01,Illinois,11.7
1982-07-01,Indiana,11.8
1982-07-01,Iowa,8.3
1982-07-01,Kansas,6.6
1982-07-01,Kentucky,10.8
1982-07-01,Louisiana,10.1
1982-07-01,Maine,8.6
1982-07-01,Maryland,8.2
1982-07-01,Massachusetts,7.8
1982-07-01,Michigan,15.3
1982-07-01,Minnesota,8.2
1982-07-01,Mississippi,11.1
1982-07-01,Missouri,9.2
1982-07-01,Montana,8.6
1982-07-01,Nebraska,5.5
1982-07-01,Nevada,10.2
1982-07-01,New Hampshire,7
1982-07-01,New Jersey,8.6
1982-07-01,New Mexico,9.3
1982-07-01,New York,8.6
1982-07-01,North Carolina,9.2
1982-07-01,North Dakota,5.6
1982-07-01,Ohio,12.6
1982-07-01,Oklahoma,6
1982-07-01,Oregon,11.1
1982-07-01,Pennsylvania,10.9
1982-07-01,Rhode Island,10.1
1982-07-01,South Carolina,10.9
1982-07-01,South Dakota,5.5
1982-07-01,Tennessee,11.6
1982-07-01,Texas,6.9
1982-07-01,Utah,8
1982-07-01,Vermont,6.9
1982-07-01,Virginia,7.4
1982-07-01,Washington,11.7
1982-07-01,West Virginia,14.1
1982-07-01,Wisconsin,10.4
1982-07-01,Wyoming,6.1
1982-08-01,Alabama,14.3
1982-08-01,Alaska,10
1982-08-01,Arizona,10.6
1982-08-01,Arkansas,9.4
1982-08-01,California,10.4
1982-08-01,Colorado,8.1
1982-08-01,Connecticut,6.9
1982-08-01,District of Columbia,10.4
1982-08-01,Delaware,8.2
1982-08-01,Florida,8.6
1982-08-01,Georgia,7.8
1982-08-01,Hawaii,6.2
1982-08-01,Idaho,9.8
1982-08-01,Illinois,12
1982-08-01,Indiana,12
1982-08-01,Iowa,8.4
1982-08-01,Kansas,6.8
1982-08-01,Kentucky,11
1982-08-01,Louisiana,10.4
1982-08-01,Maine,8.6
1982-08-01,Maryland,8.2
1982-08-01,Massachusetts,7.9
1982-08-01,Michigan,15.6
1982-08-01,Minnesota,8.4
1982-08-01,Mississippi,11.3
1982-08-01,Missouri,9.4
1982-08-01,Montana,8.7
1982-08-01,Nebraska,5.6
1982-08-01,Nevada,10.4
1982-08-01,New Hampshire,7
1982-08-01,New Jersey,8.7
1982-08-01,New Mexico,9.4
1982-08-01,New York,8.8
1982-08-01,North Carolina,9.4
1982-08-01,North Dakota,5.7
1982-08-01,Ohio,12.9
1982-08-01,Oklahoma,6.5
1982-08-01,Oregon,11.3
1982-08-01,Pennsylvania,11.2
1982-08-01,Rhode Island,10.2
1982-08-01,South Carolina,11
1982-08-01,South Dakota,5.6
1982-08-01,Tennessee,11.8
1982-08-01,Texas,7.1
1982-08-01,Utah,8.3
1982-08-01,Vermont,6.8
1982-08-01,Virginia,7.5
1982-08-01,Washington,11.8
1982-08-01,West Virginia,14.7
1982-08-01,Wisconsin,10.6
1982-08-01,Wyoming,6.5
1982-09-01,Alabama,14.5
1982-09-01,Alaska,10.1
1982-09-01,Arizona,11
1982-09-01,Arkansas,9.5
1982-09-01,California,10.6
1982-09-01,Colorado,8.5
1982-09-01,Connecticut,6.9
1982-09-01,District of Columbia,10.6
1982-09-01,Delaware,8.3
1982-09-01,Florida,8.8
1982-09-01,Georgia,8
1982-09-01,Hawaii,6.1
1982-09-01,Idaho,10
1982-09-01,Illinois,12.3
1982-09-01,Indiana,12.2
1982-09-01,Iowa,8.6
1982-09-01,Kansas,7
1982-09-01,Kentucky,11.2
1982-09-01,Louisiana,10.6
1982-09-01,Maine,8.6
1982-09-01,Maryland,8.2
1982-09-01,Massachusetts,8
1982-09-01,Michigan,16
1982-09-01,Minnesota,8.6
1982-09-01,Mississippi,11.5
1982-09-01,Missouri,9.6
1982-09-01,Montana,8.8
1982-09-01,Nebraska,5.7
1982-09-01,Nevada,10.7
1982-09-01,New Hampshire,7
1982-09-01,New Jersey,8.9
1982-09-01,New Mexico,9.6
1982-09-01,New York,9
1982-09-01,North Carolina,9.5
1982-09-01,North Dakota,5.8
1982-09-01,Ohio,13.2
1982-09-01,Oklahoma,7
1982-09-01,Oregon,11.5
1982-09-01,Pennsylvania,11.5
1982-09-01,Rhode Island,10.4
1982-09-01,South Carolina,11.2
1982-09-01,South Dakota,5.7
1982-09-01,Tennessee,12.2
1982-09-01,Texas,7.4
1982-09-01,Utah,8.6
1982-09-01,Vermont,6.9
1982-09-01,Virginia,7.6
1982-09-01,Washington,11.9
1982-09-01,West Virginia,15.4
1982-09-01,Wisconsin,10.8
1982-09-01,Wyoming,6.9
1982-10-01,Alabama,14.7
1982-10-01,Alaska,10.3
1982-10-01,Arizona,11.3
1982-10-01,Arkansas,9.7
1982-10-01,California,10.8
1982-10-01,Colorado,8.7
1982-10-01,Connecticut,6.9
1982-10-01,District of Columbia,10.8
1982-10-01,Delaware,8.4
1982-10-01,Florida,9
1982-10-01,Georgia,8.2
1982-10-01,Hawaii,6.1
1982-10-01,Idaho,10.2
1982-10-01,Illinois,12.6
1982-10-01,Indiana,12.4
1982-10-01,Iowa,8.8
1982-10-01,Kansas,7.1
1982-10-01,Kentucky,11.5
1982-10-01,Louisiana,10.9
1982-10-01,Maine,8.7
1982-10-01,Maryland,8.2
1982-10-01,Massachusetts,8
1982-10-01,Michigan,16.4
1982-10-01,Minnesota,8.8
1982-10-01,Mississippi,11.7
1982-10-01,Missouri,9.9
1982-10-01,Montana,8.9
1982-10-01,Nebraska,5.9
1982-10-01,Nevada,10.9
1982-10-01,New Hampshire,7
1982-10-01,New Jersey,9
1982-10-01,New Mexico,9.8
1982-10-01,New York,9.2
1982-10-01,North Carolina,9.6
1982-10-01,North Dakota,6
1982-10-01,Ohio,13.4
1982-10-01,Oklahoma,7.5
1982-10-01,Oregon,11.7
1982-10-01,Pennsylvania,11.8
1982-10-01,Rhode Island,10.5
1982-10-01,South Carolina,11.3
1982-10-01,South Dakota,5.9
1982-10-01,Tennessee,12.5
1982-10-01,Texas,7.7
1982-10-01,Utah,8.9
1982-10-01,Vermont,6.9
1982-10-01,Virginia,7.7
1982-10-01,Washington,12
1982-10-01,West Virginia,16.6
1982-10-01,Wisconsin,11
1982-10-01,Wyoming,7.3
1982-11-01,Alabama,14.9
1982-11-01,Alaska,10.5
1982-11-01,Arizona,11.6
1982-11-01,Arkansas,9.9
1982-11-01,California,11
1982-11-01,Colorado,8.9
1982-11-01,Connecticut,6.9
1982-11-01,District of Columbia,11
1982-11-01,Delaware,8.4
1982-11-01,Florida,9.2
1982-11-01,Georgia,8.4
1982-11-01,Hawaii,6.1
1982-11-01,Idaho,10.4
1982-11-01,Illinois,12.8
1982-11-01,Indiana,12.6
1982-11-01,Iowa,8.9
1982-11-01,Kansas,7.1
1982-11-01,Kentucky,11.8
1982-11-01,Louisiana,11.2
1982-11-01,Maine,8.9
1982-11-01,Maryland,8.2
1982-11-01,Massachusetts,8
1982-11-01,Michigan,16.6
1982-11-01,Minnesota,8.9
1982-11-01,Mississippi,12
1982-11-01,Missouri,10.1
1982-11-01,Montana,9.1
1982-11-01,Nebraska,6
1982-11-01,Nevada,11.2
1982-11-01,New Hampshire,6.9
1982-11-01,New Jersey,9.1
1982-11-01,New Mexico,10
1982-11-01,New York,9.4
1982-11-01,North Carolina,9.8
1982-11-01,North Dakota,6.2
1982-11-01,Ohio,13.7
1982-11-01,Oklahoma,8
1982-11-01,Oregon,11.9
1982-11-01,Pennsylvania,12.1
1982-11-01,Rhode Island,10.6
1982-11-01,South Carolina,11.4
1982-11-01,South Dakota,5.9
1982-11-01,Tennessee,12.7
1982-11-01,Texas,8
1982-11-01,Utah,9.2
1982-11-01,Vermont,7
1982-11-01,Virginia,7.8
1982-11-01,Washington,12.1
1982-11-01,West Virginia,17.4
1982-11-01,Wisconsin,11.3
1982-11-01,Wyoming,7.7
1982-12-01,Alabama,14.9
1982-12-01,Alaska,10.6
1982-12-01,Arizona,11.7
1982-12-01,Arkansas,10
1982-12-01,California,11.1
1982-12-01,Colorado,8.9
1982-12-01,Connecticut,6.9
1982-12-01,District of Columbia,11.2
1982-12-01,Delaware,8.4
1982-12-01,Florida,9.3
1982-12-01,Georgia,8.5
1982-12-01,Hawaii,6.1
1982-12-01,Idaho,10.5
1982-12-01,Illinois,12.9
1982-12-01,Indiana,12.6
1982-12-01,Iowa,9.1
1982-12-01,Kansas,7
1982-12-01,Kentucky,12
1982-12-01,Louisiana,11.4
1982-12-01,Maine,9
1982-12-01,Maryland,8.2
1982-12-01,Massachusetts,8
1982-12-01,Michigan,16.6
1982-12-01,Minnesota,8.9
1982-12-01,Mississippi,12.2
1982-12-01,Missouri,10.3
1982-12-01,Montana,9.2
1982-12-01,Nebraska,6.2
1982-12-01,Nevada,11.3
1982-12-01,New Hampshire,6.8
1982-12-01,New Jersey,9.2
1982-12-01,New Mexico,10.2
1982-12-01,New York,9.5
1982-12-01,North Carolina,9.9
1982-12-01,North Dakota,6.3
1982-12-01,Ohio,13.8
1982-12-01,Oklahoma,8.3
1982-12-01,Oregon,12
1982-12-01,Pennsylvania,12.3
1982-12-01,Rhode Island,10.5
1982-12-01,South Carolina,11.5
1982-12-01,South Dakota,6
1982-12-01,Tennessee,12.8
1982-12-01,Texas,8.2
1982-12-01,Utah,9.4
1982-12-01,Vermont,7
1982-12-01,Virginia,7.8
1982-12-01,Washington,12.1
1982-12-01,West Virginia,17.9
1982-12-01,Wisconsin,11.5
1982-12-01,Wyoming,8.1
1983-01-01,Alabama,14.9
1983-01-01,Alaska,10.7
1983-01-01,Arizona,11.6
1983-01-01,Arkansas,10.1
1983-01-01,California,11.1
1983-01-01,Colorado,8.8
1983-01-01,Connecticut,6.8
1983-01-01,District of Columbia,11.3
1983-01-01,Delaware,8.4
1983-01-01,Florida,9.4
1983-01-01,Georgia,8.5
1983-01-01,Hawaii,6.2
1983-01-01,Idaho,10.5
1983-01-01,Illinois,13
1983-01-01,Indiana,12.5
1983-01-01,Iowa,9.2
1983-01-01,Kansas,6.9
1983-01-01,Kentucky,12.2
1983-01-01,Louisiana,11.7
1983-01-01,Maine,9
1983-01-01,Maryland,8.1
1983-01-01,Massachusetts,8
1983-01-01,Michigan,16.5
1983-01-01,Minnesota,8.9
1983-01-01,Mississippi,12.4
1983-01-01,Missouri,10.4
1983-01-01,Montana,9.2
1983-01-01,Nebraska,6.3
1983-01-01,Nevada,11.3
1983-01-01,New Hampshire,6.7
1983-01-01,New Jersey,9.1
1983-01-01,New Mexico,10.4
1983-01-01,New York,9.6
1983-01-01,North Carolina,10
1983-01-01,North Dakota,6.4
1983-01-01,Ohio,13.8
1983-01-01,Oklahoma,8.6
1983-01-01,Oregon,11.9
1983-01-01,Pennsylvania,12.4
1983-01-01,Rhode Island,10.2
1983-01-01,South Carolina,11.5
1983-01-01,South Dakota,6
1983-01-01,Tennessee,12.8
1983-01-01,Texas,8.4
1983-01-01,Utah,9.6
1983-01-01,Vermont,7.1
1983-01-01,Virginia,7.6
1983-01-01,Washington,12
1983-01-01,West Virginia,18.3
1983-01-01,Wisconsin,11.5
1983-01-01,Wyoming,8.4
1983-02-01,Alabama,14.8
1983-02-01,Alaska,10.6
1983-02-01,Arizona,11.4
1983-02-01,Arkansas,10.1
1983-02-01,California,11
1983-02-01,Colorado,8.6
1983-02-01,Connecticut,6.7
1983-02-01,District of Columbia,11.3
1983-02-01,Delaware,8.4
1983-02-01,Florida,9.4
1983-02-01,Georgia,8.4
1983-02-01,Hawaii,6.2
1983-02-01,Idaho,10.3
1983-02-01,Illinois,12.9
1983-02-01,Indiana,12.3
1983-02-01,Iowa,9.1
1983-02-01,Kansas,6.7
1983-02-01,Kentucky,12.2
1983-02-01,Louisiana,11.9
1983-02-01,Maine,9
1983-02-01,Maryland,7.9
1983-02-01,Massachusetts,7.9
1983-02-01,Michigan,16.3
1983-02-01,Minnesota,8.8
1983-02-01,Mississippi,12.6
1983-02-01,Missouri,10.5
1983-02-01,Montana,9.2
1983-02-01,Nebraska,6.3
1983-02-01,Nevada,11.2
1983-02-01,New Hampshire,6.5
1983-02-01,New Jersey,9
1983-02-01,New Mexico,10.5
1983-02-01,New York,9.5
1983-02-01,North Carolina,9.9
1983-02-01,North Dakota,6.4
1983-02-01,Ohio,13.7
1983-02-01,Oklahoma,8.7
1983-02-01,Oregon,11.7
1983-02-01,Pennsylvania,12.3
1983-02-01,Rhode Island,9.9
1983-02-01,South Carolina,11.4
1983-02-01,South Dakota,5.9
1983-02-01,Tennessee,12.7
1983-02-01,Texas,8.5
1983-02-01,Utah,9.8
1983-02-01,Vermont,7
1983-02-01,Virginia,7.4
1983-02-01,Washington,11.9
1983-02-01,West Virginia,18.4
1983-02-01,Wisconsin,11.3
1983-02-01,Wyoming,8.8
1983-03-01,Alabama,14.6
1983-03-01,Alaska,10.4
1983-03-01,Arizona,11
1983-03-01,Arkansas,10.1
1983-03-01,California,10.8
1983-03-01,Colorado,8.4
1983-03-01,Connecticut,6.6
1983-03-01,District of Columbia,11.3
1983-03-01,Delaware,8.4
1983-03-01,Florida,9.3
1983-03-01,Georgia,8.2
1983-03-01,Hawaii,6.2
1983-03-01,Idaho,10
1983-03-01,Illinois,12.8
1983-03-01,Indiana,12
1983-03-01,Iowa,9
1983-03-01,Kansas,6.5
1983-03-01,Kentucky,12.1
1983-03-01,Louisiana,12.1
1983-03-01,Maine,9
1983-03-01,Maryland,7.7
1983-03-01,Massachusetts,7.7
1983-03-01,Michigan,15.9
1983-03-01,Minnesota,8.6
1983-03-01,Mississippi,12.7
1983-03-01,Missouri,10.5
1983-03-01,Montana,9.2
1983-03-01,Nebraska,6.2
1983-03-01,Nevada,11
1983-03-01,New Hampshire,6.2
1983-03-01,New Jersey,8.9
1983-03-01,New Mexico,10.5
1983-03-01,New York,9.5
1983-03-01,North Carolina,9.8
1983-03-01,North Dakota,6.4
1983-03-01,Ohio,13.6
1983-03-01,Oklahoma,8.8
1983-03-01,Oregon,11.4
1983-03-01,Pennsylvania,12.2
1983-03-01,Rhode Island,9.5
1983-03-01,South Carolina,11.3
1983-03-01,South Dakota,5.8
1983-03-01,Tennessee,12.5
1983-03-01,Texas,8.5
1983-03-01,Utah,9.8
1983-03-01,Vermont,7
1983-03-01,Virginia,7.1
1983-03-01,Washington,11.8
1983-03-01,West Virginia,18.4
1983-03-01,Wisconsin,11
1983-03-01,Wyoming,9
1983-04-01,Alabama,14.4
1983-04-01,Alaska,10.2
1983-04-01,Arizona,10.6
1983-04-01,Arkansas,10
1983-04-01,California,10.5
1983-04-01,Colorado,8.1
1983-04-01,Connecticut,6.4
1983-04-01,District of Columbia,11.2
1983-04-01,Delaware,8.3
1983-04-01,Florida,9.2
1983-04-01,Georgia,8
1983-04-01,Hawaii,6.1
1983-04-01,Idaho,9.7
1983-04-01,Illinois,12.6
1983-04-01,Indiana,11.7
1983-04-01,Iowa,8.8
1983-04-01,Kansas,6.3
1983-04-01,Kentucky,11.9
1983-04-01,Louisiana,12.2
1983-04-01,Maine,8.9
1983-04-01,Maryland,7.5
1983-04-01,Massachusetts,7.5
1983-04-01,Michigan,15.5
1983-04-01,Minnesota,8.5
1983-04-01,Mississippi,12.6
1983-04-01,Missouri,10.5
1983-04-01,Montana,9.1
1983-04-01,Nebraska,6.1
1983-04-01,Nevada,10.7
1983-04-01,New Hampshire,6
1983-04-01,New Jersey,8.7
1983-04-01,New Mexico,10.4
1983-04-01,New York,9.4
1983-04-01,North Carolina,9.5
1983-04-01,North Dakota,6.3
1983-04-01,Ohio,13.3
1983-04-01,Oklahoma,8.7
1983-04-01,Oregon,11.1
1983-04-01,Pennsylvania,11.9
1983-04-01,Rhode Island,9.2
1983-04-01,South Carolina,11
1983-04-01,South Dakota,5.6
1983-04-01,Tennessee,12.3
1983-04-01,Texas,8.5
1983-04-01,Utah,9.8
1983-04-01,Vermont,6.9
1983-04-01,Virginia,6.9
1983-04-01,Washington,11.6
1983-04-01,West Virginia,18.2
1983-04-01,Wisconsin,10.5
1983-04-01,Wyoming,9
1983-05-01,Alabama,14.2
1983-05-01,Alaska,10
1983-05-01,Arizona,10.1
1983-05-01,Arkansas,9.9
1983-05-01,California,10.3
1983-05-01,Colorado,7.7
1983-05-01,Connecticut,6.2
1983-05-01,District of Columbia,11.1
1983-05-01,Delaware,8.2
1983-05-01,Florida,9
1983-05-01,Georgia,7.9
1983-05-01,Hawaii,6
1983-05-01,Idaho,9.4
1983-05-01,Illinois,12.3
1983-05-01,Indiana,11.5
1983-05-01,Iowa,8.6
1983-05-01,Kansas,6
1983-05-01,Kentucky,11.7
1983-05-01,Louisiana,12.2
1983-05-01,Maine,8.7
1983-05-01,Maryland,7.3
1983-05-01,Massachusetts,7.3
1983-05-01,Michigan,15.2
1983-05-01,Minnesota,8.3
1983-05-01,Mississippi,12.5
1983-05-01,Missouri,10.4
1983-05-01,Montana,9
1983-05-01,Nebraska,5.8
1983-05-01,Nevada,10.4
1983-05-01,New Hampshire,5.7
1983-05-01,New Jersey,8.6
1983-05-01,New Mexico,10.2
1983-05-01,New York,9.3
1983-05-01,North Carolina,9.2
1983-05-01,North Dakota,6.1
1983-05-01,Ohio,13
1983-05-01,Oklahoma,8.6
1983-05-01,Oregon,10.9
1983-05-01,Pennsylvania,11.6
1983-05-01,Rhode Island,8.9
1983-05-01,South Carolina,10.7
1983-05-01,South Dakota,5.5
1983-05-01,Tennessee,12.1
1983-05-01,Texas,8.4
1983-05-01,Utah,9.6
1983-05-01,Vermont,6.8
1983-05-01,Virginia,6.6
1983-05-01,Washington,11.5
1983-05-01,West Virginia,18
1983-05-01,Wisconsin,10.1
1983-05-01,Wyoming,8.9
1983-06-01,Alabama,14
1983-06-01,Alaska,9.9
1983-06-01,Arizona,9.6
1983-06-01,Arkansas,9.8
1983-06-01,California,10
1983-06-01,Colorado,7.3
1983-06-01,Connecticut,6.1
1983-06-01,District of Columbia,11.1
1983-06-01,Delaware,8.1
1983-06-01,Florida,8.9
1983-06-01,Georgia,7.8
1983-06-01,Hawaii,5.9
1983-06-01,Idaho,9.2
1983-06-01,Illinois,12.1
1983-06-01,Indiana,11.2
1983-06-01,Iowa,8.4
1983-06-01,Kansas,5.8
1983-06-01,Kentucky,11.6
1983-06-01,Louisiana,12.1
1983-06-01,Maine,8.5
1983-06-01,Maryland,7.1
1983-06-01,Massachusetts,7
1983-06-01,Michigan,14.8
1983-06-01,Minnesota,8
1983-06-01,Mississippi,12.3
1983-06-01,Missouri,10.3
1983-06-01,Montana,8.9
1983-06-01,Nebraska,5.6
1983-06-01,Nevada,10.1
1983-06-01,New Hampshire,5.5
1983-06-01,New Jersey,8.4
1983-06-01,New Mexico,9.9
1983-06-01,New York,9.1
1983-06-01,North Carolina,8.9
1983-06-01,North Dakota,6
1983-06-01,Ohio,12.7
1983-06-01,Oklahoma,8.4
1983-06-01,Oregon,10.8
1983-06-01,Pennsylvania,11.3
1983-06-01,Rhode Island,8.6
1983-06-01,South Carolina,10.2
1983-06-01,South Dakota,5.3
1983-06-01,Tennessee,11.9
1983-06-01,Texas,8.3
1983-06-01,Utah,9.4
1983-06-01,Vermont,6.6
1983-06-01,Virginia,6.4
1983-06-01,Washington,11.3
1983-06-01,West Virginia,17.8
1983-06-01,Wisconsin,9.7
1983-06-01,Wyoming,8.6
1983-07-01,Alabama,13.8
1983-07-01,Alaska,9.8
1983-07-01,Arizona,9.1
1983-07-01,Arkansas,9.8
1983-07-01,California,9.7
1983-07-01,Colorado,6.9
1983-07-01,Connecticut,5.9
1983-07-01,District of Columbia,11
1983-07-01,Delaware,7.9
1983-07-01,Florida,8.7
1983-07-01,Georgia,7.6
1983-07-01,Hawaii,5.8
1983-07-01,Idaho,9
1983-07-01,Illinois,11.7
1983-07-01,Indiana,11
1983-07-01,Iowa,8.1
1983-07-01,Kansas,5.7
1983-07-01,Kentucky,11.3
1983-07-01,Louisiana,11.9
1983-07-01,Maine,8.3
1983-07-01,Maryland,6.8
1983-07-01,Massachusetts,6.8
1983-07-01,Michigan,14.4
1983-07-01,Minnesota,7.8
1983-07-01,Mississippi,12
1983-07-01,Missouri,10.1
1983-07-01,Montana,8.8
