date,state,unemployment
1994-11-01,Idaho,5.6
1994-11-01,Illinois,5.3
1994-11-01,Indiana,4.4
1994-11-01,Iowa,3.5
1994-11-01,Kansas,4.7
1994-11-01,Kentucky,5.2
1994-11-01,Louisiana,7.3
1994-11-01,Maine,6.2
1994-11-01,Maryland,4.9
1994-11-01,Massachusetts,5.9
1994-11-01,Michigan,5.3
1994-11-01,Minnesota,3.8
1994-11-01,Mississippi,6.1
1994-11-01,Missouri,5
1994-11-01,Montana,5.5
1994-11-01,Nebraska,2.6
1994-11-01,Nevada,6
1994-11-01,New Hampshire,4.1
1994-11-01,New Jersey,6.5
1994-11-01,New Mexico,6.5
1994-11-01,New York,6.3
1994-11-01,North Carolina,4.2
1994-11-01,North Dakota,3.5
1994-11-01,Ohio,4.8
1994-11-01,Oklahoma,4.9
1994-11-01,Oregon,4.7
1994-11-01,Pennsylvania,5.9
1994-11-01,Rhode Island,6.3
1994-11-01,South Carolina,5.5
1994-11-01,South Dakota,3.2
1994-11-01,Tennessee,4.6
1994-11-01,Texas,6.1
1994-11-01,Utah,3.8
1994-11-01,Vermont,4.3
1994-11-01,Virginia,4.5
1994-11-01,Washington,6
1994-11-01,West Virginia,8
1994-11-01,Wisconsin,3.8
1994-11-01,Wyoming,4.5
1994-12-01,Alabama,5.9
1994-12-01,Alaska,7.2
1994-12-01,Arizona,5.7
1994-12-01,Arkansas,4.9
1994-12-01,California,7.9
1994-12-01,Colorado,3.6
1994-12-01,Connecticut,5.3
1994-12-01,District of Columbia,7.8
1994-12-01,Delaware,4
1994-12-01,Florida,5.8
1994-12-01,Georgia,4.5
1994-12-01,Hawaii,5.1
1994-12-01,Idaho,5.5
1994-12-01,Illinois,5.1
1994-12-01,Indiana,4.3
1994-12-01,Iowa,3.4
1994-12-01,Kansas,4.7
1994-12-01,Kentucky,5.1
1994-12-01,Louisiana,7.2
1994-12-01,Maine,6.1
1994-12-01,Maryland,4.8
1994-12-01,Massachusetts,5.8
1994-12-01,Michigan,5.2
1994-12-01,Minnesota,3.7
1994-12-01,Mississippi,6
1994-12-01,Missouri,5
1994-12-01,Montana,5.5
1994-12-01,Nebraska,2.5
1994-12-01,Nevada,5.9
1994-12-01,New Hampshire,4.1
1994-12-01,New Jersey,6.4
1994-12-01,New Mexico,6.4
1994-12-01,New York,6.2
1994-12-01,North Carolina,4.1
1994-12-01,North Dakota,3.5
1994-12-01,Ohio,4.6
1994-12-01,Oklahoma,4.7
1994-12-01,Oregon,4.6
1994-12-01,Pennsylvania,5.8
1994-12-01,Rhode Island,6.3
1994-12-01,South Carolina,5.3
1994-12-01,South Dakota,3.1
1994-12-01,Tennessee,4.6
1994-12-01,Texas,5.9
1994-12-01,Utah,3.7
1994-12-01,Vermont,4.2
1994-12-01,Virginia,4.4
1994-12-01,Washington,6
1994-12-01,West Virginia,7.8
1994-12-01,Wisconsin,3.7
1994-12-01,Wyoming,4.5
1995-01-01,Alabama,5.9
1995-01-01,Alaska,7.1
1995-01-01,Arizona,5.5
1995-01-01,Arkansas,4.9
1995-01-01,California,7.8
1995-01-01,Colorado,3.6
1995-01-01,Connecticut,5.3
1995-01-01,District of Columbia,7.9
1995-01-01,Delaware,4
1995-01-01,Florida,5.7
1995-01-01,Georgia,4.5
1995-01-01,Hawaii,5
1995-01-01,Idaho,5.5
1995-01-01,Illinois,5.1
1995-01-01,Indiana,4.2
1995-01-01,Iowa,3.4
1995-01-01,Kansas,4.6
1995-01-01,Kentucky,5.1
1995-01-01,Louisiana,7.1
1995-01-01,Maine,6
1995-01-01,Maryland,4.8
1995-01-01,Massachusetts,5.7
1995-01-01,Michigan,5.2
1995-01-01,Minnesota,3.7
1995-01-01,Mississippi,6
1995-01-01,Missouri,5
1995-01-01,Montana,5.5
1995-01-01,Nebraska,2.5
1995-01-01,Nevada,5.8
1995-01-01,New Hampshire,4
1995-01-01,New Jersey,6.3
1995-01-01,New Mexico,6.3
1995-01-01,New York,6.2
1995-01-01,North Carolina,4
1995-01-01,North Dakota,3.5
1995-01-01,Ohio,4.5
1995-01-01,Oklahoma,4.6
1995-01-01,Oregon,4.5
1995-01-01,Pennsylvania,5.7
1995-01-01,Rhode Island,6.3
1995-01-01,South Carolina,5.1
1995-01-01,South Dakota,3.1
1995-01-01,Tennessee,4.6
1995-01-01,Texas,5.9
1995-01-01,Utah,3.6
1995-01-01,Vermont,4.2
1995-01-01,Virginia,4.4
1995-01-01,Washington,6
1995-01-01,West Virginia,7.7
1995-01-01,Wisconsin,3.7
1995-01-01,Wyoming,4.5
1995-02-01,Alabama,5.9
1995-02-01,Alaska,7.1
1995-02-01,Arizona,5.4
1995-02-01,Arkansas,4.8
1995-02-01,California,7.8
1995-02-01,Colorado,3.7
1995-02-01,Connecticut,5.3
1995-02-01,District of Columbia,8.1
1995-02-01,Delaware,4
1995-02-01,Florida,5.6
1995-02-01,Georgia,4.5
1995-02-01,Hawaii,5.1
1995-02-01,Idaho,5.4
1995-02-01,Illinois,5
1995-02-01,Indiana,4.3
1995-02-01,Iowa,3.4
1995-02-01,Kansas,4.6
1995-02-01,Kentucky,5.1
1995-02-01,Louisiana,7.1
1995-02-01,Maine,5.9
1995-02-01,Maryland,4.8
1995-02-01,Massachusetts,5.6
1995-02-01,Michigan,5.3
1995-02-01,Minnesota,3.7
1995-02-01,Mississippi,6
1995-02-01,Missouri,5
1995-02-01,Montana,5.5
1995-02-01,Nebraska,2.5
1995-02-01,Nevada,5.8
1995-02-01,New Hampshire,4
1995-02-01,New Jersey,6.3
1995-02-01,New Mexico,6.3
1995-02-01,New York,6.2
1995-02-01,North Carolina,4
1995-02-01,North Dakota,3.4
1995-02-01,Ohio,4.5
1995-02-01,Oklahoma,4.5
1995-02-01,Oregon,4.5
1995-02-01,Pennsylvania,5.7
1995-02-01,Rhode Island,6.3
1995-02-01,South Carolina,5
1995-02-01,South Dakota,3.1
1995-02-01,Tennessee,4.8
1995-02-01,Texas,5.9
1995-02-01,Utah,3.6
1995-02-01,Vermont,4.1
1995-02-01,Virginia,4.4
1995-02-01,Washington,6
1995-02-01,West Virginia,7.7
1995-02-01,Wisconsin,3.7
1995-02-01,Wyoming,4.6
1995-03-01,Alabama,5.9
1995-03-01,Alaska,7.1
1995-03-01,Arizona,5.4
1995-03-01,Arkansas,4.8
1995-03-01,California,7.8
1995-03-01,Colorado,3.8
1995-03-01,Connecticut,5.3
1995-03-01,District of Columbia,8.3
1995-03-01,Delaware,4
1995-03-01,Florida,5.6
1995-03-01,Georgia,4.6
1995-03-01,Hawaii,5.2
1995-03-01,Idaho,5.4
1995-03-01,Illinois,5.1
1995-03-01,Indiana,4.4
1995-03-01,Iowa,3.5
1995-03-01,Kansas,4.5
1995-03-01,Kentucky,5.2
1995-03-01,Louisiana,7.1
1995-03-01,Maine,5.9
1995-03-01,Maryland,4.8
1995-03-01,Massachusetts,5.6
1995-03-01,Michigan,5.4
1995-03-01,Minnesota,3.7
1995-03-01,Mississippi,6
1995-03-01,Missouri,5
1995-03-01,Montana,5.6
1995-03-01,Nebraska,2.5
1995-03-01,Nevada,5.7
1995-03-01,New Hampshire,3.9
1995-03-01,New Jersey,6.3
1995-03-01,New Mexico,6.3
1995-03-01,New York,6.2
1995-03-01,North Carolina,4.1
1995-03-01,North Dakota,3.4
1995-03-01,Ohio,4.5
1995-03-01,Oklahoma,4.5
1995-03-01,Oregon,4.6
1995-03-01,Pennsylvania,5.8
1995-03-01,Rhode Island,6.4
1995-03-01,South Carolina,5
1995-03-01,South Dakota,3.1
1995-03-01,Tennessee,4.9
1995-03-01,Texas,5.9
1995-03-01,Utah,3.5
1995-03-01,Vermont,4.1
1995-03-01,Virginia,4.4
1995-03-01,Washington,6.1
1995-03-01,West Virginia,7.7
1995-03-01,Wisconsin,3.7
1995-03-01,Wyoming,4.7
1995-04-01,Alabama,5.9
1995-04-01,Alaska,7.1
1995-04-01,Arizona,5.4
1995-04-01,Arkansas,4.8
1995-04-01,California,7.8
1995-04-01,Colorado,3.9
1995-04-01,Connecticut,5.3
1995-04-01,District of Columbia,8.5
1995-04-01,Delaware,4.1
1995-04-01,Florida,5.6
1995-04-01,Georgia,4.7
1995-04-01,Hawaii,5.3
1995-04-01,Idaho,5.4
1995-04-01,Illinois,5.2
1995-04-01,Indiana,4.5
1995-04-01,Iowa,3.5
1995-04-01,Kansas,4.5
1995-04-01,Kentucky,5.3
1995-04-01,Louisiana,7
1995-04-01,Maine,5.9
1995-04-01,Maryland,4.9
1995-04-01,Massachusetts,5.6
1995-04-01,Michigan,5.6
1995-04-01,Minnesota,3.7
1995-04-01,Mississippi,6.1
1995-04-01,Missouri,5
1995-04-01,Montana,5.6
1995-04-01,Nebraska,2.6
1995-04-01,Nevada,5.7
1995-04-01,New Hampshire,3.9
1995-04-01,New Jersey,6.4
1995-04-01,New Mexico,6.3
1995-04-01,New York,6.3
1995-04-01,North Carolina,4.2
1995-04-01,North Dakota,3.3
1995-04-01,Ohio,4.7
1995-04-01,Oklahoma,4.4
1995-04-01,Oregon,4.7
1995-04-01,Pennsylvania,5.9
1995-04-01,Rhode Island,6.6
1995-04-01,South Carolina,4.9
1995-04-01,South Dakota,3.1
1995-04-01,Tennessee,5.1
1995-04-01,Texas,6
1995-04-01,Utah,3.5
1995-04-01,Vermont,4.2
1995-04-01,Virginia,4.4
1995-04-01,Washington,6.2
1995-04-01,West Virginia,7.8
1995-04-01,Wisconsin,3.7
1995-04-01,Wyoming,4.7
1995-05-01,Alabama,6
1995-05-01,Alaska,7.2
1995-05-01,Arizona,5.4
1995-05-01,Arkansas,4.8
1995-05-01,California,7.9
1995-05-01,Colorado,4
1995-05-01,Connecticut,5.4
1995-05-01,District of Columbia,8.7
1995-05-01,Delaware,4.2
1995-05-01,Florida,5.6
1995-05-01,Georgia,4.8
1995-05-01,Hawaii,5.5
1995-05-01,Idaho,5.5
1995-05-01,Illinois,5.2
1995-05-01,Indiana,4.5
1995-05-01,Iowa,3.6
1995-05-01,Kansas,4.5
1995-05-01,Kentucky,5.4
1995-05-01,Louisiana,7
1995-05-01,Maine,6
1995-05-01,Maryland,5
1995-05-01,Massachusetts,5.6
1995-05-01,Michigan,5.6
1995-05-01,Minnesota,3.7
1995-05-01,Mississippi,6.2
1995-05-01,Missouri,5
1995-05-01,Montana,5.7
1995-05-01,Nebraska,2.6
1995-05-01,Nevada,5.6
1995-05-01,New Hampshire,3.9
1995-05-01,New Jersey,6.5
1995-05-01,New Mexico,6.4
1995-05-01,New York,6.3
1995-05-01,North Carolina,4.3
1995-05-01,North Dakota,3.3
1995-05-01,Ohio,4.8
1995-05-01,Oklahoma,4.5
1995-05-01,Oregon,4.7
1995-05-01,Pennsylvania,5.9
1995-05-01,Rhode Island,6.6
1995-05-01,South Carolina,4.9
1995-05-01,South Dakota,3.2
1995-05-01,Tennessee,5.3
1995-05-01,Texas,6.1
1995-05-01,Utah,3.5
1995-05-01,Vermont,4.2
1995-05-01,Virginia,4.4
1995-05-01,Washington,6.3
1995-05-01,West Virginia,8
1995-05-01,Wisconsin,3.7
1995-05-01,Wyoming,4.8
1995-06-01,Alabama,6
1995-06-01,Alaska,7.3
1995-06-01,Arizona,5.4
1995-06-01,Arkansas,4.8
1995-06-01,California,8
1995-06-01,Colorado,4.1
1995-06-01,Connecticut,5.4
1995-06-01,District of Columbia,8.8
1995-06-01,Delaware,4.2
1995-06-01,Florida,5.6
1995-06-01,Georgia,4.9
1995-06-01,Hawaii,5.6
1995-06-01,Idaho,5.5
1995-06-01,Illinois,5.2
1995-06-01,Indiana,4.5
1995-06-01,Iowa,3.6
1995-06-01,Kansas,4.4
1995-06-01,Kentucky,5.5
1995-06-01,Louisiana,6.9
1995-06-01,Maine,6
1995-06-01,Maryland,5
1995-06-01,Massachusetts,5.6
1995-06-01,Michigan,5.6
1995-06-01,Minnesota,3.7
1995-06-01,Mississippi,6.3
1995-06-01,Missouri,4.9
1995-06-01,Montana,5.8
1995-06-01,Nebraska,2.7
1995-06-01,Nevada,5.6
1995-06-01,New Hampshire,3.9
1995-06-01,New Jersey,6.5
1995-06-01,New Mexico,6.5
1995-06-01,New York,6.4
1995-06-01,North Carolina,4.4
1995-06-01,North Dakota,3.3
1995-06-01,Ohio,4.9
1995-06-01,Oklahoma,4.5
1995-06-01,Oregon,4.8
1995-06-01,Pennsylvania,6
1995-06-01,Rhode Island,6.6
1995-06-01,South Carolina,5
1995-06-01,South Dakota,3.2
1995-06-01,Tennessee,5.4
1995-06-01,Texas,6.2
1995-06-01,Utah,3.4
1995-06-01,Vermont,4.2
1995-06-01,Virginia,4.5
1995-06-01,Washington,6.3
1995-06-01,West Virginia,8.1
1995-06-01,Wisconsin,3.7
1995-06-01,Wyoming,4.8
1995-07-01,Alabama,5.9
1995-07-01,Alaska,7.3
1995-07-01,Arizona,5.3
1995-07-01,Arkansas,4.8
1995-07-01,California,8
1995-07-01,Colorado,4.2
1995-07-01,Connecticut,5.4
1995-07-01,District of Columbia,8.9
1995-07-01,Delaware,4.3
1995-07-01,Florida,5.6
1995-07-01,Georgia,4.9
1995-07-01,Hawaii,5.7
1995-07-01,Idaho,5.5
1995-07-01,Illinois,5.2
1995-07-01,Indiana,4.5
1995-07-01,Iowa,3.6
1995-07-01,Kansas,4.4
1995-07-01,Kentucky,5.6
1995-07-01,Louisiana,6.8
1995-07-01,Maine,6
1995-07-01,Maryland,5
1995-07-01,Massachusetts,5.5
1995-07-01,Michigan,5.5
1995-07-01,Minnesota,3.6
1995-07-01,Mississippi,6.3
1995-07-01,Missouri,4.9
1995-07-01,Montana,5.8
1995-07-01,Nebraska,2.7
1995-07-01,Nevada,5.5
1995-07-01,New Hampshire,3.9
1995-07-01,New Jersey,6.5
1995-07-01,New Mexico,6.6
1995-07-01,New York,6.4
1995-07-01,North Carolina,4.5
1995-07-01,North Dakota,3.3
1995-07-01,Ohio,5
1995-07-01,Oklahoma,4.5
1995-07-01,Oregon,4.8
1995-07-01,Pennsylvania,6
1995-07-01,Rhode Island,6.6
1995-07-01,South Carolina,5
1995-07-01,South Dakota,3.2
1995-07-01,Tennessee,5.4
1995-07-01,Texas,6.2
1995-07-01,Utah,3.4
1995-07-01,Vermont,4.2
1995-07-01,Virginia,4.5
1995-07-01,Washington,6.3
1995-07-01,West Virginia,8.1
1995-07-01,Wisconsin,3.7
1995-07-01,Wyoming,4.8
1995-08-01,Alabama,5.9
1995-08-01,Alaska,7.4
1995-08-01,Arizona,5.3
1995-08-01,Arkansas,4.9
1995-08-01,California,8
1995-08-01,Colorado,4.2
1995-08-01,Connecticut,5.3
1995-08-01,District of Columbia,8.9
1995-08-01,Delaware,4.3
1995-08-01,Florida,5.6
1995-08-01,Georgia,4.9
1995-08-01,Hawaii,5.7
1995-08-01,Idaho,5.5
1995-08-01,Illinois,5.2
1995-08-01,Indiana,4.5
1995-08-01,Iowa,3.5
1995-08-01,Kansas,4.3
1995-08-01,Kentucky,5.6
1995-08-01,Louisiana,6.7
1995-08-01,Maine,5.9
1995-08-01,Maryland,5.1
1995-08-01,Massachusetts,5.4
1995-08-01,Michigan,5.3
1995-08-01,Minnesota,3.6
1995-08-01,Mississippi,6.4
1995-08-01,Missouri,4.8
1995-08-01,Montana,5.8
1995-08-01,Nebraska,2.7
1995-08-01,Nevada,5.5
1995-08-01,New Hampshire,3.8
1995-08-01,New Jersey,6.5
1995-08-01,New Mexico,6.7
1995-08-01,New York,6.5
1995-08-01,North Carolina,4.5
1995-08-01,North Dakota,3.3
1995-08-01,Ohio,5.1
1995-08-01,Oklahoma,4.5
1995-08-01,Oregon,4.8
1995-08-01,Pennsylvania,5.9
1995-08-01,Rhode Island,6.4
1995-08-01,South Carolina,5.1
1995-08-01,South Dakota,3.2
1995-08-01,Tennessee,5.4
1995-08-01,Texas,6.3
1995-08-01,Utah,3.4
1995-08-01,Vermont,4.2
1995-08-01,Virginia,4.5
1995-08-01,Washington,6.4
1995-08-01,West Virginia,8.1
1995-08-01,Wisconsin,3.7
1995-08-01,Wyoming,4.9
1995-09-01,Alabama,5.8
1995-09-01,Alaska,7.5
1995-09-01,Arizona,5.2
1995-09-01,Arkansas,4.9
1995-09-01,California,7.9
1995-09-01,Colorado,4.2
1995-09-01,Connecticut,5.3
1995-09-01,District of Columbia,8.9
1995-09-01,Delaware,4.4
1995-09-01,Florida,5.6
1995-09-01,Georgia,4.9
1995-09-01,Hawaii,5.8
1995-09-01,Idaho,5.5
1995-09-01,Illinois,5.3
1995-09-01,Indiana,4.4
1995-09-01,Iowa,3.5
1995-09-01,Kansas,4.2
1995-09-01,Kentucky,5.5
1995-09-01,Louisiana,6.7
1995-09-01,Maine,5.8
1995-09-01,Maryland,5.1
1995-09-01,Massachusetts,5.3
1995-09-01,Michigan,5.2
1995-09-01,Minnesota,3.6
1995-09-01,Mississippi,6.3
1995-09-01,Missouri,4.7
1995-09-01,Montana,5.8
1995-09-01,Nebraska,2.7
1995-09-01,Nevada,5.5
1995-09-01,New Hampshire,3.7
1995-09-01,New Jersey,6.5
1995-09-01,New Mexico,6.9
1995-09-01,New York,6.4
1995-09-01,North Carolina,4.5
1995-09-01,North Dakota,3.3
1995-09-01,Ohio,5.1
1995-09-01,Oklahoma,4.4
1995-09-01,Oregon,4.8
1995-09-01,Pennsylvania,5.9
1995-09-01,Rhode Island,6.3
1995-09-01,South Carolina,5.2
1995-09-01,South Dakota,3.2
1995-09-01,Tennessee,5.3
1995-09-01,Texas,6.3
1995-09-01,Utah,3.4
1995-09-01,Vermont,4.2
1995-09-01,Virginia,4.5
1995-09-01,Washington,6.3
1995-09-01,West Virginia,8.1
1995-09-01,Wisconsin,3.7
1995-09-01,Wyoming,4.9
1995-10-01,Alabama,5.7
1995-10-01,Alaska,7.5
1995-10-01,Arizona,5.1
1995-10-01,Arkansas,4.9
1995-10-01,California,7.9
1995-10-01,Colorado,4.2
1995-10-01,Connecticut,5.3
1995-10-01,District of Columbia,8.8
1995-10-01,Delaware,4.4
1995-10-01,Florida,5.6
1995-10-01,Georgia,4.8
1995-10-01,Hawaii,5.8
1995-10-01,Idaho,5.6
1995-10-01,Illinois,5.3
1995-10-01,Indiana,4.4
1995-10-01,Iowa,3.5
1995-10-01,Kansas,4.1
1995-10-01,Kentucky,5.5
1995-10-01,Louisiana,6.6
1995-10-01,Maine,5.8
1995-10-01,Maryland,5.1
1995-10-01,Massachusetts,5.3
1995-10-01,Michigan,5.1
1995-10-01,Minnesota,3.6
1995-10-01,Mississippi,6.3
1995-10-01,Missouri,4.6
1995-10-01,Montana,5.8
1995-10-01,Nebraska,2.7
1995-10-01,Nevada,5.4
1995-10-01,New Hampshire,3.7
1995-10-01,New Jersey,6.4
1995-10-01,New Mexico,7
1995-10-01,New York,6.4
1995-10-01,North Carolina,4.6
1995-10-01,North Dakota,3.3
1995-10-01,Ohio,5.1
1995-10-01,Oklahoma,4.4
1995-10-01,Oregon,4.9
1995-10-01,Pennsylvania,5.9
1995-10-01,Rhode Island,6.1
1995-10-01,South Carolina,5.3
1995-10-01,South Dakota,3.2
1995-10-01,Tennessee,5.3
1995-10-01,Texas,6.2
1995-10-01,Utah,3.3
1995-10-01,Vermont,4.2
1995-10-01,Virginia,4.5
1995-10-01,Washington,6.3
1995-10-01,West Virginia,8.1
1995-10-01,Wisconsin,3.7
1995-10-01,Wyoming,4.9
1995-11-01,Alabama,5.6
1995-11-01,Alaska,7.6
1995-11-01,Arizona,5.1
1995-11-01,Arkansas,5
1995-11-01,California,7.9
1995-11-01,Colorado,4.2
1995-11-01,Connecticut,5.2
1995-11-01,District of Columbia,8.8
1995-11-01,Delaware,4.6
1995-11-01,Florida,5.6
1995-11-01,Georgia,4.7
1995-11-01,Hawaii,5.8
1995-11-01,Idaho,5.6
1995-11-01,Illinois,5.3
1995-11-01,Indiana,4.5
1995-11-01,Iowa,3.5
1995-11-01,Kansas,4.1
1995-11-01,Kentucky,5.5
1995-11-01,Louisiana,6.7
1995-11-01,Maine,5.7
1995-11-01,Maryland,5.1
1995-11-01,Massachusetts,5.2
1995-11-01,Michigan,5
1995-11-01,Minnesota,3.7
1995-11-01,Mississippi,6.3
1995-11-01,Missouri,4.5
1995-11-01,Montana,5.8
1995-11-01,Nebraska,2.7
1995-11-01,Nevada,5.4
1995-11-01,New Hampshire,3.6
1995-11-01,New Jersey,6.4
1995-11-01,New Mexico,7.2
1995-11-01,New York,6.4
1995-11-01,North Carolina,4.6
1995-11-01,North Dakota,3.2
1995-11-01,Ohio,5.1
1995-11-01,Oklahoma,4.4
1995-11-01,Oregon,5
1995-11-01,Pennsylvania,5.9
1995-11-01,Rhode Island,5.9
1995-11-01,South Carolina,5.3
1995-11-01,South Dakota,3.3
1995-11-01,Tennessee,5.2
1995-11-01,Texas,6.2
1995-11-01,Utah,3.3
1995-11-01,Vermont,4.1
1995-11-01,Virginia,4.5
1995-11-01,Washington,6.3
1995-11-01,West Virginia,8.1
1995-11-01,Wisconsin,3.8
1995-11-01,Wyoming,4.9
1995-12-01,Alabama,5.5
1995-12-01,Alaska,7.7
1995-12-01,Arizona,5.1
1995-12-01,Arkansas,5
1995-12-01,California,7.9
1995-12-01,Colorado,4.2
1995-12-01,Connecticut,5.2
1995-12-01,District of Columbia,8.7
1995-12-01,Delaware,4.7
1995-12-01,Florida,5.5
1995-12-01,Georgia,4.6
1995-12-01,Hawaii,5.8
1995-12-01,Idaho,5.6
1995-12-01,Illinois,5.3
1995-12-01,Indiana,4.5
1995-12-01,Iowa,3.5
1995-12-01,Kansas,4.1
1995-12-01,Kentucky,5.5
1995-12-01,Louisiana,6.7
1995-12-01,Maine,5.6
1995-12-01,Maryland,5.1
1995-12-01,Massachusetts,5.1
1995-12-01,Michigan,5
1995-12-01,Minnesota,3.7
1995-12-01,Mississippi,6.2
1995-12-01,Missouri,4.5
1995-12-01,Montana,5.8
1995-12-01,Nebraska,2.7
1995-12-01,Nevada,5.3
1995-12-01,New Hampshire,3.6
1995-12-01,New Jersey,6.4
1995-12-01,New Mexico,7.3
1995-12-01,New York,6.3
1995-12-01,North Carolina,4.6
1995-12-01,North Dakota,3.2
1995-12-01,Ohio,5.1
1995-12-01,Oklahoma,4.3
1995-12-01,Oregon,5.1
1995-12-01,Pennsylvania,5.9
1995-12-01,Rhode Island,5.7
1995-12-01,South Carolina,5.4
1995-12-01,South Dakota,3.3
1995-12-01,Tennessee,5.2
1995-12-01,Texas,6.2
1995-12-01,Utah,3.3
1995-12-01,Vermont,4.1
1995-12-01,Virginia,4.4
1995-12-01,Washington,6.2
1995-12-01,West Virginia,8.1
1995-12-01,Wisconsin,3.8
1995-12-01,Wyoming,4.9
1996-01-01,Alabama,5.5
1996-01-01,Alaska,7.7
1996-01-01,Arizona,5.2
1996-01-01,Arkansas,5
1996-01-01,California,7.8
1996-01-01,Colorado,4.2
1996-01-01,Connecticut,5.2
1996-01-01,District of Columbia,8.7
1996-01-01,Delaware,4.9
1996-01-01,Florida,5.5
1996-01-01,Georgia,4.6
1996-01-01,Hawaii,5.9
1996-01-01,Idaho,5.6
1996-01-01,Illinois,5.3
1996-01-01,Indiana,4.4
1996-01-01,Iowa,3.6
1996-01-01,Kansas,4.1
1996-01-01,Kentucky,5.4
1996-01-01,Louisiana,6.7
1996-01-01,Maine,5.5
1996-01-01,Maryland,5.2
1996-01-01,Massachusetts,5
1996-01-01,Michigan,4.9
1996-01-01,Minnesota,3.8
1996-01-01,Mississippi,6.2
1996-01-01,Missouri,4.5
1996-01-01,Montana,5.8
1996-01-01,Nebraska,2.7
1996-01-01,Nevada,5.3
1996-01-01,New Hampshire,3.6
1996-01-01,New Jersey,6.4
1996-01-01,New Mexico,7.4
1996-01-01,New York,6.3
1996-01-01,North Carolina,4.6
1996-01-01,North Dakota,3.2
1996-01-01,Ohio,5.1
1996-01-01,Oklahoma,4.3
1996-01-01,Oregon,5.2
1996-01-01,Pennsylvania,5.9
1996-01-01,Rhode Island,5.6
1996-01-01,South Carolina,5.4
1996-01-01,South Dakota,3.3
1996-01-01,Tennessee,5.2
1996-01-01,Texas,6.1
1996-01-01,Utah,3.4
1996-01-01,Vermont,4.1
1996-01-01,Virginia,4.4
1996-01-01,Washington,6.2
1996-01-01,West Virginia,8.1
1996-01-01,Wisconsin,3.8
1996-01-01,Wyoming,4.9
1996-02-01,Alabama,5.4
1996-02-01,Alaska,7.7
1996-02-01,Arizona,5.3
1996-02-01,Arkansas,5.1
1996-02-01,California,7.8
1996-02-01,Colorado,4.2
1996-02-01,Connecticut,5.2
1996-02-01,District of Columbia,8.6
1996-02-01,Delaware,4.9
1996-02-01,Florida,5.4
1996-02-01,Georgia,4.6
1996-02-01,Hawaii,5.9
1996-02-01,Idaho,5.6
1996-02-01,Illinois,5.3
1996-02-01,Indiana,4.4
1996-02-01,Iowa,3.6
1996-02-01,Kansas,4.1
1996-02-01,Kentucky,5.4
1996-02-01,Louisiana,6.7
1996-02-01,Maine,5.5
1996-02-01,Maryland,5.1
1996-02-01,Massachusetts,4.9
1996-02-01,Michigan,4.9
1996-02-01,Minnesota,3.8
1996-02-01,Mississippi,6.2
1996-02-01,Missouri,4.6
1996-02-01,Montana,5.8
1996-02-01,Nebraska,2.7
1996-02-01,Nevada,5.3
1996-02-01,New Hampshire,3.7
1996-02-01,New Jersey,6.4
1996-02-01,New Mexico,7.5
1996-02-01,New York,6.3
1996-02-01,North Carolina,4.6
1996-02-01,North Dakota,3.2
1996-02-01,Ohio,5
1996-02-01,Oklahoma,4.2
1996-02-01,Oregon,5.4
1996-02-01,Pennsylvania,5.9
1996-02-01,Rhode Island,5.5
1996-02-01,South Carolina,5.5
1996-02-01,South Dakota,3.4
1996-02-01,Tennessee,5.1
1996-02-01,Texas,6.1
1996-02-01,Utah,3.4
1996-02-01,Vermont,4.2
1996-02-01,Virginia,4.3
1996-02-01,Washington,6.2
1996-02-01,West Virginia,8.1
1996-02-01,Wisconsin,3.8
1996-02-01,Wyoming,4.9
1996-03-01,Alabama,5.4
1996-03-01,Alaska,7.6
1996-03-01,Arizona,5.4
1996-03-01,Arkansas,5.1
1996-03-01,California,7.7
1996-03-01,Colorado,4.3
1996-03-01,Connecticut,5.2
1996-03-01,District of Columbia,8.6
1996-03-01,Delaware,4.9
1996-03-01,Florida,5.4
1996-03-01,Georgia,4.6
1996-03-01,Hawaii,6
1996-03-01,Idaho,5.6
1996-03-01,Illinois,5.4
1996-03-01,Indiana,4.3
1996-03-01,Iowa,3.6
1996-03-01,Kansas,4.2
1996-03-01,Kentucky,5.4
1996-03-01,Louisiana,6.7
1996-03-01,Maine,5.5
1996-03-01,Maryland,5.1
1996-03-01,Massachusetts,4.9
1996-03-01,Michigan,5
1996-03-01,Minnesota,3.9
1996-03-01,Mississippi,6.2
1996-03-01,Missouri,4.7
1996-03-01,Montana,5.7
1996-03-01,Nebraska,2.7
1996-03-01,Nevada,5.2
1996-03-01,New Hampshire,3.7
1996-03-01,New Jersey,6.4
1996-03-01,New Mexico,7.6
1996-03-01,New York,6.3
1996-03-01,North Carolina,4.6
1996-03-01,North Dakota,3.2
1996-03-01,Ohio,5
1996-03-01,Oklahoma,4.2
1996-03-01,Oregon,5.5
1996-03-01,Pennsylvania,5.8
1996-03-01,Rhode Island,5.3
1996-03-01,South Carolina,5.6
1996-03-01,South Dakota,3.4
1996-03-01,Tennessee,5.1
1996-03-01,Texas,6
1996-03-01,Utah,3.4
1996-03-01,Vermont,4.2
1996-03-01,Virginia,4.3
1996-03-01,Washington,6.2
1996-03-01,West Virginia,8
1996-03-01,Wisconsin,3.7
1996-03-01,Wyoming,4.9
1996-04-01,Alabama,5.3
1996-04-01,Alaska,7.6
1996-04-01,Arizona,5.4
1996-04-01,Arkansas,5.2
1996-04-01,California,7.6
