GISJOIN,YEAR,STATE,STATEFP,STATENH,NAME,A08AA,A08AB,B57AA,B57AB,B57AC,B57AD,B57AE,B57AF,B57AG,B57AH,B57AI,B57AJ,B57AK,B57AL,B57AM,B57AN,B57AO,B57AP,B57AQ,B57AR,AE7AA,AE7AB,AE7AC,AE7AD,AE7AE,AE7AF,AE7AG,AE7AH,AE7AI,AE7AJ,AE7AK,AE7AL
"G290","1880","Missouri","29","290","Missouri",1127187,1041193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G305","1880","Montana Territory",,"305","Montana Territory",28177,10982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G310","1880","Nebraska","31","310","Nebraska",249241,203161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G320","1880","Nevada","32","320","Nevada",42019,20247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G330","1880","New Hampshire","33","330","New Hampshire",170526,176465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G340","1880","New Jersey","34","340","New Jersey",559922,571194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G355","1880","New Mexico Territory",,"355","New Mexico Territory",64496,55069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G360","1880","New York","36","360","New York",2505322,2577549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G370","1880","North Carolina","37","370","North Carolina",687908,711842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G390","1880","Ohio","39","390","Ohio",1613936,1584126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G410","1880","Oregon","41","410","Oregon",103381,71387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G420","1880","Pennsylvania","42","420","Pennsylvania",2136655,2146236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G440","1880","Rhode Island","44","440","Rhode Island",133030,143501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G450","1880","South Carolina","45","450","South Carolina",490408,505169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G470","1880","Tennessee","47","470","Tennessee",769277,773082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G480","1880","Texas","48","480","Texas",837840,753909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G495","1880","Utah Territory",,"495","Utah Territory",74509,69454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G500","1880","Vermont","50","500","Vermont",166887,165399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G510","1880","Virginia","51","510","Virginia",745589,766976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G535","1880","Washington Territory",,"535","Washington Territory",45973,29143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G540","1880","West Virginia","54","540","West Virginia",314495,303962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G550","1880","Wisconsin","55","550","Wisconsin",680069,635428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G565","1880","Wyoming Territory",,"565","Wyoming Territory",14152,6637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G010","1890","Alabama","01","010","Alabama",757456,755561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G025","1890","Alaska Territory",,"025","Alaska Territory",19248,12804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G045","1890","Arizona Territory",,"045","Arizona Territory",36571,23049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G050","1890","Arkansas","05","050","Arkansas",585755,542424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G060","1890","California","06","060","California",700059,508071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G080","1890","Colorado","08","080","Colorado",245247,166951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G090","1890","Connecticut","09","090","Connecticut",369538,376720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G100","1890","Delaware","10","100","Delaware",85573,82920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G110","1890","District Of Columbia","11","110","District of Columbia",109584,120808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G120","1890","Florida","12","120","Florida",201947,189475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G130","1890","Georgia","13","130","Georgia",919925,917428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G160","1890","Idaho","16","160","Idaho",51290,33095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G170","1890","Illinois","17","170","Illinois",1972308,1854043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G180","1890","Indiana","18","180","Indiana",1118347,1074057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G190","1890","Iowa","19","190","Iowa",994453,917443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G200","1890","Kansas","20","200","Kansas",752112,674984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G210","1890","Kentucky","21","210","Kentucky",942758,915877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G220","1890","Louisiana","22","220","Louisianna",559350,559237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G230","1890","Maine","23","230","Maine",332590,328496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G240","1890","Maryland","24","240","Maryland",515691,526699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G250","1890","Massachusetts","25","250","Massachusetts",1087709,1151234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G260","1890","Michigan","26","260","Michigan",1091780,1002109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G270","1890","Minnesota","27","270","Minnesota",695321,606505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G280","1890","Mississippi","28","280","Mississippi",649687,639913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G290","1890","Missouri","29","290","Missouri",1385238,1293946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G300","1890","Montana","30","300","Montana",87882,44277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G310","1890","Nebraska","31","310","Nebraska",572824,486086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G320","1890","Nevada","32","320","Nevada",29214,16547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G330","1890","New Hampshire","33","330","New Hampshire",186566,189964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G340","1890","New Jersey","34","340","New Jersey",720819,724114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G355","1890","New Mexico Territory",,"355","New Mexico Territory",83055,70538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G360","1890","New York","36","360","New York",2976893,3020960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G370","1890","North Carolina","37","370","North Carolina",799149,818798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G380","1890","North Dakota","38","380","North Dakota",101590,81129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G390","1890","Ohio","39","390","Ohio",1855736,1816580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G405","1890","Oklahoma Territory",,"405","Oklahoma Territory",34733,27101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G410","1890","Oregon","41","410","Oregon",181840,131927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G420","1890","Pennsylvania","42","420","Pennsylvania",2666331,2591683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G440","1890","Rhode Island","44","440","Rhode Island",168025,177481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G450","1890","South Carolina","45","450","South Carolina",572337,578812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G460","1890","South Dakota","46","460","South Dakota",180250,148558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G470","1890","Tennessee","47","470","Tennessee",891585,875933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G480","1890","Texas","48","480","Texas",1172553,1062970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G495","1890","Utah Territory",,"495","Utah Territory",110463,97442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G500","1890","Vermont","50","500","Vermont",169327,163095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G510","1890","Virginia","51","510","Virginia",824278,831702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G530","1890","Washington","53","530","Washington",217562,131828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G540","1890","West Virginia","54","540","West Virginia",390285,372509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G550","1890","Wisconsin","55","550","Wisconsin",874951,811929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G560","1890","Wyoming","56","560","Wyoming",39343,21362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G010","1900","Alabama","01","010","Alabama",916764,911933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G025","1900","Alaska Territory",,"025","Alaska Territory",45872,17720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G045","1900","Arizona Territory",,"045","Arizona Territory",71795,51136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G050","1900","Arkansas","05","050","Arkansas",675312,636252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G060","1900","California","06","060","California",820531,664522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G080","1900","Colorado","08","080","Colorado",295332,244368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G090","1900","Connecticut","09","090","Connecticut",454294,454126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G100","1900","Delaware","10","100","Delaware",94158,90577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
